RMSE (en %);RMSE OOS (en %);Residuals Statio PValue;Predictor_1;Predictor_2;Coeff_1;Coeff_2;Transfo_1;Transfo_2;Priority_1;Priority_2;2-1;Is signif;Breusch-Pagan;Durbin Watson;Jarque Bera;R2;R2OOS
5,1;4,4;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread6M3M.pct.t;0,06;12,16;Level;Growth_rate;1;1,0;0,05;1;0,48;0;13;0,93;-0,5478119799381433
6,9;9,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;STOXX_EUROSTOXX50.Diff.lag_1;1,31;-0,46;Level;Difference;1;1,0;-0,02;1;0,56;0;5;0,89;-0,5482621510648675
6,5;9,2;0,0;RDB_Nominal.lag_1;;374,16;;Level;;1;;0,0;1;0,25;0;62;0,9;-0,5503937929694789
6,9;9,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;Spread10Y6M.Diff.lag_1;1,32;1047,35;Level;Difference;1;1,0;-0,1;1;0,78;0;8;0,89;-0,5504277953886785
7,6;5,4;0,0;SP_SP500.t;Spread5Y3M.Diff.t;13,62;-750,37;Level;Difference;1;1,0;0,1;0;0,96;0;0;0,86;-0,5504485769658451
6,4;9,2;0,0;RDB_Nominal.lag_1;EUR006M_Index.Diff.lag_12;372,49;992,94;Level;Difference;1;1,0;0,38;1;0,47;0;61;0,9;-0,5505910718876907
7,3;7,6;0,0;SP_SP500.lag_3;EUR006M_Index.t;10,64;-6539,68;Level;Level;1;1,0;-0,82;1;0,91;0;33;0,88;-0,5509122794887258
6,7;8,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;CPI_Excl_Tabac.lag_1;1,59;-785,13;Level;Level;1;1,0;0,96;1;0,59;0;5;0,89;-0,5517963325678041
6,5;7,9;0,0;PIB_Reel.lag_12;STOXX_EUROSTOXX50.pct.lag_1;376,51;-14,32;Level;Growth_rate;1;1,0;-0,37;0;0,36;0;6;0,9;-0,5523170752617681
7,2;5,2;0,0;SP_SP500.t;STOXX_EUROSTOXX50.lag_1;14,84;-3,91;Level;Level;1;1,0;0,57;1;0,94;0;0;0,87;-0,5525845357176353
6,4;10,3;0,0;RDB_Nominal.lag_3;SP_SP500.pct.lag_1;385,39;-18,45;Level;Growth_rate;1;1,0;-0,27;0;0,16;0;34;0,9;-0,5536713284556403
6,5;10,0;0,0;RDB_Nominal.lag_3;STOXX_EUROSTOXX50.t;397,24;-1,21;Level;Level;1;1,0;0,47;0;0,28;0;36;0,9;-0,5537917686939704
6,5;7,8;0,0;PIB_Reel.lag_12;INSEE_ProductionIndustrielle_France.Diff.t;381,12;47,19;Level;Difference;1;1,0;-0,09;0;0,57;0;13;0,89;-0,5541849977958795
5,9;5,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_1;Spread10Y6M.Diff.lag_12;0,73;1331,94;Level;Difference;1;1,0;0,03;1;0,28;0;16;0,91;-0,5543779115910705
6,5;9,7;0,0;RDB_Nominal.lag_3;EURONEXT_CAC40.Diff.t;390,09;-1,32;Level;Difference;1;1,0;0,07;0;0,47;0;40;0,9;-0,5544379198760907
5,7;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;Spread10Y6M.lag_12;1,18;-17,2;Level;Level;1;1,0;-0,26;0;0,5;0;11;0,92;-0,55483669521104
6,4;7,3;0,0;PIB_Reel.lag_1;BBG_TauxOat10Y.pct.t;330,69;-0,5;Level;Growth_rate;1;1,0;-0,04;0;0,67;0;46;0,9;-0,5552865764402402
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;SpreadOAT10Y6M.pct.lag_3;0,06;-1,28;Level;Growth_rate;1;1,0;0,05;0;0,52;0;8;0,92;-0,5556743258629457
6,5;5,7;0,0;SP_SP500.t;EUR003M_Index.lag_1;10,23;-7268,92;Level;Level;1;1,0;-0,8;1;0,35;0;0;0,89;-0,5559462282260146
6,6;8,3;0,0;PIB_Reel.lag_12;EUSA10_Curncy.t;384,35;162,54;Level;Level;1;1,0;-0,66;0;0,71;0;11;0,89;-0,555986558179532
5,7;4,9;0,0;EUROSTAT_GDPEuroArea.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_12;0,06;0,29;Level;Difference;1;1,0;0,48;0;0,87;0;40;0,93;-0,5563601616542901
5,6;5,0;0,0;INSEE_PIBFR.lag_1;EUR006M_Index.lag_12;0,25;-5789,04;Level;Level;1;1,0;-0,92;1;0,59;0;12;0,92;-0,5565125782858211
6,8;10,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;SpreadOAT10Y6M.lag_1;1,29;-345,07;Level;Level;1;1,0;-0,5;0;0,53;0;7;0,89;-0,5569013521319164
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_12;INSEE_ConfianceMenagesFR.Diff.lag_12;0,07;141,75;Level;Difference;1;1,0;-0,19;1;0,81;0;72;0,93;-0,5575910674915974
5,6;5,0;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;STOXX_EUROSTOXX50.Diff.lag_12;1,21;0,26;Level;Difference;1;1,0;-0,26;0;0,78;0;5;0,92;-0,558917206089409
6,0;5,0;0,0;INSEE_ConsommationFinaleMenagesFR.lag_3;EUSA10_Curncy.lag_1;0,78;812,78;Level;Level;1;1,0;-0,69;0;0,64;0;28;0,91;-0,5595630288710689
8,1;6,9;0,0;SP_SP500.lag_3;INSEE_PIBFR.pct.t;13,57;378,41;Level;Growth_rate;1;1,0;0,65;0;0,56;0;20;0,86;-0,5601359805512443
5,7;4,9;0,0;PIB_Reel.lag_3;EUROSTAT_GDPEuroArea.pct.lag_12;288,42;950,46;Level;Growth_rate;1;1,0;0,7;1;0,75;0;7;0,92;-0,56035975941341
6,5;9,3;0,0;RDB_Nominal.t;EUR006M_Index.Diff.lag_1;365,01;5851,64;Level;Difference;1;1,0;0,16;0;0,53;0;23;0,9;-0,560476323790116
5,9;6,0;0,0;INSEE_PIBFR.lag_1;INSEE_ConfianceMenagesFR.Diff.lag_12;0,34;128,67;Level;Difference;1;1,0;-0,19;1;0,69;0;18;0,92;-0,5609061966523559
7,7;7,2;0,0;SP_SP500.lag_3;STOXX_EUROSTOXX50.pct.t;13,59;-58,24;Level;Growth_rate;1;1,0;-0,23;1;0,83;0;39;0,87;-0,5624822432151675
6,7;8,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;STOXX_EUROSTOXX50.pct.lag_1;1,29;-27,37;Level;Growth_rate;1;1,0;-0,35;0;0,23;0;1;0,89;-0,5628938759185962
6,0;6,4;0,0;INSEE_PIBFR.t;INSEE_ConsommationFinaleMenagesFR.pct.lag_3;0,33;192,95;Level;Growth_rate;1;1,0;0,37;0;0,68;0;13;0,91;-0,5634703966309471
7,6;5,6;0,0;SP_SP500.lag_1;SpreadOat10Y3M.Diff.lag_1;13,81;312,43;Level;Difference;1;1,0;0,01;0;0,91;0;20;0,86;-0,563876020060212
7,6;6,2;0,0;SP_SP500.t;CPI_Excl_Tabac.lag_3;12,39;355,09;Level;Level;1;1,0;0,92;0;0,08;0;0;0,86;-0,5640983755259799
5,7;6,4;0,0;INSEE_PIBFR.t;EURONEXT_CAC40.pct.lag_1;0,33;-50,61;Level;Growth_rate;1;1,0;-0,23;1;0,52;0;4;0,92;-0,5641794705445502
6,9;9,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;EUSA5_Curncy.pct.t;1,31;0,23;Level;Growth_rate;1;1,0;-0,02;1;0,73;0;7;0,89;-0,5660129789436947
12,3;11,9;0,0;EURONEXT_CAC40.t;EURONEXT_CAC40.Diff.lag_1;10,07;-4,01;Level;Difference;1;1,0;0,26;1;0,37;0;40;0,65;-0,5660635633504991
7,7;14,1;0,0;RDB_Nominal.lag_12;SpreadOat10Y3M.t;465,11;-293,74;Level;Level;1;1,0;-0,52;0;0,29;0;95;0,87;-0,5664043195752111
10,8;9,1;0,0;INSEE_ProductionIndustrielle_France.t;Chomage.lag_12;1383,4;-4180,87;Level;Level;1;1,0;-0,71;0;0,02;0;87;0,78;-0,5669655969736542
6,4;8,7;0,0;INSEE_PIBFR.lag_12;EUSA10_Curncy.t;0,39;210,14;Level;Level;1;1,0;-0,66;0;0,65;0;22;0,9;-0,5672029497542537
6,2;8,9;0,0;PIB_Reel.lag_3;SpreadOat10Y3M.lag_1;330,54;-294,99;Level;Level;1;1,0;-0,52;0;0,38;0;8;0,9;-0,5672674468845098
6,6;8,0;0,0;PIB_Reel.lag_12;STOXX_EUROSTOXX50.lag_1;376,65;0,61;Level;Level;1;1,0;0,43;0;0,31;0;16;0,9;-0,5675649809107723
6,8;8,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;SpreadOAT10Y6M.Diff.t;1,31;934,12;Level;Difference;1;1,0;0,05;0;0,61;0;13;0,89;-0,5682241110989312
6,5;7,9;0,0;PIB_Reel.lag_12;CPI_Excl_Tabac.t;401,47;-203,57;Level;Level;1;1,0;0,95;1;0,52;0;9;0,9;-0,5689740665503336
7,2;5,6;0,0;SP_SP500.lag_1;SP_SP500.pct.lag_12;13,58;-67,43;Level;Growth_rate;1;1,0;-0,17;1;0,34;0;6;0,87;-0,5690582630122341
5,9;7,4;0,0;INSEE_PIBFR.lag_1;SP_SP500.lag_12;0,3;1,72;Level;Level;1;1,0;0,96;0;0,1;0;29;0,91;-0,5693494873660045
6,4;8,7;0,0;RDB_Nominal.t;EUR003M_Index.Diff.lag_12;365,18;2326,5;Level;Difference;1;1,0;0,27;1;0,61;0;43;0,9;-0,5697900795453377
7,4;5,4;0,0;SP_SP500.lag_1;INSEE_ConfianceMenagesFR.pct.t;13,44;-106,55;Level;Growth_rate;1;1,0;-0,22;1;0,48;0;61;0,87;-0,5701711631824831
6,0;7,6;0,0;INSEE_PIBFR.lag_1;BBG_TauxOat10Y.pct.t;0,33;0,16;Level;Growth_rate;1;1,0;-0,05;0;0,62;0;17;0,91;-0,5701983753808757
6,9;3,7;0,0;SP_SP500.lag_1;Spread6M3M.pct.lag_1;13,84;29,67;Level;Growth_rate;1;1,0;-0,01;1;0,83;0;34;0,89;-0,5708878572188278
6,5;9,8;0,0;RDB_Nominal.t;Spread5Y3M.lag_3;369,01;267,33;Level;Level;1;1,0;-0,24;0;0,38;0;43;0,9;-0,5715569132674285
7,5;5,9;0,0;SP_SP500.lag_1;SpreadOat10Y3M.pct.lag_12;14,12;-8,01;Level;Growth_rate;1;1,0;0,31;0;0,66;0;27;0,87;-0,5718294183054351
6,8;9,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;EUR006M_Index.pct.lag_3;1,32;-0,57;Level;Growth_rate;1;1,0;0,08;0;0,6;0;8;0,89;-0,5718387332191555
6,6;8,2;0,0;PIB_Reel.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_12;376,17;0,25;Level;Difference;1;1,0;0,49;0;0,69;0;9;0,9;-0,5726112578978411
7,5;4,9;0,0;SP_SP500.lag_1;RDB_Nominal.Diff.lag_3;12,65;541,88;Level;Difference;1;1,0;0,67;1;0,33;0;34;0,87;-0,5731291251440329
6,5;10,1;0,0;RDB_Nominal.lag_3;Spread6M3M.pct.lag_12;386,4;4,13;Level;Growth_rate;1;1,0;0,2;0;0,36;0;25;0,9;-0,5738108290584711
8,1;7,0;0,0;SP_SP500.lag_3;;13,99;;Level;;1;;0,0;1;0,3;0;21;0,86;-0,5738346703034225
7,6;5,6;0,0;SP_SP500.lag_1;SpreadOAT10Y6M.Diff.lag_3;13,87;507,98;Level;Difference;1;1,0;-0,14;0;0,62;0;18;0,86;-0,5741967759631095
7,5;5,5;0,0;SP_SP500.t;SP_SP500.Diff.lag_1;13,78;-4,09;Level;Difference;1;1,0;0,16;1;0,86;0;0;0,86;-0,5742298741483778
6,5;10,7;0,0;RDB_Nominal.lag_3;Spread5Y3M.pct.lag_12;387,59;0,63;Level;Growth_rate;1;1,0;0,25;0;0,41;0;29;0,9;-0,5747535734640339
6,6;10,8;0,0;PIB_Reel.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_12;372,4;67,81;Level;Growth_rate;1;1,0;0,82;0;0,46;0;9;0,89;-0,5752138184802718
5,9;6,5;0,0;INSEE_ConsommationFinaleMenagesFR.t;INSEE_ConfianceMenagesFR.lag_3;0,77;-55,57;Level;Level;1;1,0;0,76;0;0,18;0;14;0,91;-0,5752820232029177
6,0;6,1;0,0;INSEE_PIBFR.t;Spread10Y6M.Diff.lag_12;0,33;868,51;Level;Difference;1;1,0;0,05;0;0,71;0;15;0,91;-0,5760897946548857
6,5;7,9;0,0;PIB_Reel.lag_12;PIB_Reel.Diff.t;379,68;155,16;Level;Difference;1;1,0;0,05;1;0,51;0;7;0,9;-0,5761772824209757
6,5;9,9;0,0;RDB_Nominal.t;INSEE_ConsommationFinaleMenagesFR.pct.t;368,34;-27,36;Level;Growth_rate;1;1,0;0,39;0;0,43;0;47;0,9;-0,5766530888174528
7,6;5,7;0,0;SP_SP500.lag_1;SP_SP500.Diff.lag_12;13,81;-0,49;Level;Difference;1;1,0;-0,08;1;0,05;0;19;0,86;-0,576891887591862
7,4;6,8;0,0;SP_SP500.t;EUROSTAT_GDPEuroArea.Diff.lag_12;12,72;0,09;Level;Difference;1;1,0;0,5;1;0,15;0;0;0,87;-0,5772611543477668
7,3;5,6;0,0;SP_SP500.t;STOXX_EUROSTOXX50.Diff.lag_3;13,58;-2,81;Level;Difference;1;1,0;-0,01;1;0,71;0;0;0,87;-0,5775116090543158
5,9;6,4;0,0;INSEE_PIBFR.t;EURONEXT_CAC40.t;0,37;-1,49;Level;Level;1;1,0;0,86;1;0,48;0;24;0,92;-0,577594616222604
6,6;8,0;0,0;PIB_Reel.lag_12;STOXX_EUROSTOXX50.t;380,96;-0,04;Level;Level;1;1,0;0,44;0;0,67;0;11;0,89;-0,5782160864367438
6,5;9,5;0,0;RDB_Nominal.t;EURONEXT_CAC40.Diff.lag_1;367,99;0,06;Level;Difference;1;1,0;0,03;1;0,64;0;47;0,9;-0,5793380838342614
7,1;12,7;0,0;EUSA10_Curncy.lag_1;Chomage.t;-2776,0;-6796,78;Level;Level;1;1,0;0,47;1;0,19;0;79;0,88;-0,5795101358793349
6,0;7,2;0,0;INSEE_PIBFR.lag_12;Spread5Y3M.lag_12;0,39;-2611,18;Level;Level;1;1,0;-0,07;1;0,45;0;18;0,91;-0,5797736712840293
6,4;5,5;0,0;PIB_Reel.t;RDB_Nominal.pct.lag_12;289,15;626,8;Level;Growth_rate;1;1,0;0,89;1;0,02;0;28;0,91;-0,5799266145158031
5,9;5,7;0,0;INSEE_ConsommationFinaleMenagesFR.lag_1;EURONEXT_CAC40.Diff.lag_3;0,73;-0,71;Level;Difference;1;1,0;0,0;1;0,18;0;44;0,91;-0,580039770958438
5,9;5,4;0,0;INSEE_ConsommationFinaleMenagesFR.lag_3;EUR006M_Index.Diff.lag_12;0,73;3801,51;Level;Difference;1;1,0;0,34;0;0,4;0;25;0,91;-0,5800830886307724
6,5;8,6;0,0;PIB_Reel.lag_12;SpreadOAT10Y6M.pct.lag_12;381,7;-1,04;Level;Growth_rate;1;1,0;0,23;0;0,6;0;11;0,89;-0,5822832411316239
5,3;4,9;0,0;EUROSTAT_GDPEuroArea.lag_3;EURONEXT_CAC40.Diff.lag_3;0,06;-0,38;Level;Difference;1;1,0;-0,02;1;0,34;0;22;0,93;-0,5830715429484958
7,3;5,3;0,0;SP_SP500.lag_1;INSEE_ProductionIndustrielle_France.lag_12;11,03;560,12;Level;Level;1;1,0;0,84;0;0,29;0;23;0,88;-0,5831682358527075
5,6;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EURONEXT_CAC40.Diff.lag_12;1,19;-0,02;Level;Difference;1;1,0;-0,19;0;0,51;0;9;0,92;-0,5843456416191615
6,3;8,0;0,0;PIB_Reel.lag_3;EURONEXT_CAC40.Diff.lag_1;334,9;-0,02;Level;Difference;1;1,0;0,03;1;0,7;0;8;0,9;-0,5843659184826404
6,6;9,9;0,0;RDB_Nominal.lag_3;Spread5Y6M.Diff.lag_12;387,9;1581,02;Level;Difference;1;1,0;0,03;0;0,02;0;63;0,9;-0,584467834210032
6,6;7,9;0,0;PIB_Reel.lag_12;INSEE_ConsommationFinaleMenagesFR.Diff.t;380,78;-0,01;Level;Difference;1;1,0;0,2;1;0,63;0;11;0,89;-0,584478616416346
8,8;6,7;0,0;INSEE_ProductionIndustrielle_France.lag_1;BBG_TauxOat10Y.lag_3;1621,62;-2626,28;Level;Level;1;1,0;-0,55;1;0,38;0;15;0,82;-0,5847581454628406
6,3;7,7;0,0;PIB_Reel.lag_1;Spread5Y6M.lag_3;329,24;-962,83;Level;Level;1;1,0;-0,12;0;0,17;0;61;0,9;-0,5853746610228052
6,6;4,3;0,0;SP_SP500.t;STOXX_EUROSTOXX50.t;15,7;-6,21;Level;Level;1;1,0;0,61;1;0,11;0;1;0,89;-0,5857677156061987
6,0;6,3;0,0;INSEE_PIBFR.t;STOXX_EUROSTOXX50.Diff.lag_1;0,33;-0,24;Level;Difference;1;1,0;-0,03;1;0,83;0;13;0,91;-0,586498559588754
5,7;5,1;0,0;EUROSTAT_GDPEuroArea.lag_12;INSEE_ProductionIndustrielle_France.Diff.lag_1;0,06;72,51;Level;Difference;1;1,0;0,02;0;0,35;0;50;0,93;-0,5876959845300651
6,4;8,0;0,0;INSEE_PIBFR.lag_12;Spread10Y6M.Diff.lag_1;0,39;1373,11;Level;Difference;1;1,0;-0,11;1;0,4;0;32;0,9;-0,5877028093008334
5,7;5,6;0,0;INSEE_ConsommationFinaleMenagesFR.t;EUR003M_Index.Diff.lag_12;0,72;6307,08;Level;Difference;1;1,0;0,22;1;0,21;0;26;0,92;-0,5888553862805361
6,5;10,6;0,0;RDB_Nominal.lag_3;SpreadOAT10Y6M.pct.lag_12;386,77;1,8;Level;Growth_rate;1;1,0;0,2;0;0,47;0;27;0,9;-0,5890107622770124
6,6;7,6;0,0;PIB_Reel.lag_12;Spread10Y6M.Diff.lag_12;380,29;1664,73;Level;Difference;1;1,0;0,02;0;0,34;0;29;0,9;-0,5891057780017068
6,5;8,6;0,0;RDB_Nominal.t;INSEE_ProductionIndustrielle_France.lag_12;347,07;155,18;Level;Level;1;1,0;0,88;0;0,74;0;49;0,9;-0,5891991474099725
6,5;9,5;0,0;RDB_Nominal.lag_1;SpreadOat10Y3M.pct.lag_12;372,9;1,73;Level;Growth_rate;1;1,0;0,22;0;0,56;0;60;0,9;-0,5896594544184239
6,9;10,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;PIB_Reel.Diff.t;1,31;66,59;Level;Difference;1;1,0;0,08;1;0,48;0;7;0,89;-0,5901151715943274
6,6;7,6;0,0;PIB_Reel.lag_12;Spread5Y6M.Diff.lag_1;382,04;1985,66;Level;Difference;1;1,0;-0,07;1;0,54;0;16;0,9;-0,5905304989234208
6,9;10,0;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;EUR006M_Index.Diff.lag_3;1,31;2792,05;Level;Difference;1;1,0;0,07;0;0,83;0;9;0,89;-0,5915838462586429
6,5;9,6;0,0;RDB_Nominal.lag_1;Spread5Y3M.pct.lag_12;373,32;0,75;Level;Growth_rate;1;1,0;0,25;0;0,53;0;61;0,9;-0,59173776449681
6,5;9,0;0,0;RDB_Nominal.t;Spread5Y3M.pct.lag_12;367,31;0,65;Level;Growth_rate;1;1,0;0,25;0;0,64;0;46;0,9;-0,591970452667324
6,4;7,7;0,0;PIB_Reel.lag_1;Spread10Y3M.t;331,01;25,37;Level;Level;1;1,0;-0,35;0;0,48;0;44;0,9;-0,5919922685344945
6,0;8,0;0,0;INSEE_PIBFR.lag_3;EUR003M_Index.pct.t;0,34;0,5;Level;Growth_rate;1;1,0;-0,05;1;0,34;0;5;0,91;-0,5922062819633809
6,5;9,0;0,0;RDB_Nominal.t;SpreadOat10Y3M.pct.lag_12;366,96;1,47;Level;Growth_rate;1;1,0;0,22;0;0,64;0;45;0,9;-0,5931461691355993
5,9;7,7;0,0;INSEE_PIBFR.lag_3;Spread6M3M.lag_12;0,32;-17189,09;Level;Level;1;1,0;-0,66;1;0,36;0;12;0,91;-0,5931639006113609
7,1;11,4;0,0;RDB_Nominal.lag_12;INSEE_ConfianceMenagesFR.lag_1;422,46;141,4;Level;Level;1;1,0;0,63;1;0,1;0;96;0,88;-0,593202972330581
5,9;6,8;0,0;INSEE_PIBFR.lag_3;INSEE_ConfianceMenagesFR.Diff.lag_12;0,35;168,07;Level;Difference;1;1,0;-0,21;1;0,62;0;16;0,92;-0,5933448121374494
6,5;10,2;0,0;RDB_Nominal.lag_3;Chomage.lag_1;412,36;530,89;Level;Level;1;1,0;-0,96;0;0,33;0;27;0,9;-0,5933941950937849
6,7;5,3;0,0;SP_SP500.lag_1;STOXX_EUROSTOXX50.pct.t;13,39;-89,93;Level;Growth_rate;1;1,0;-0,16;1;0,14;0;92;0,89;-0,5934522239017559
5,4;4,7;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;BBG_TauxOat10Y.lag_12;1,14;-729,83;Level;Level;1;1,0;-0,71;1;0,5;0;8;0,93;-0,594018958826098
7,3;5,8;0,0;SP_SP500.lag_1;Spread10Y3M.pct.lag_3;13,94;13,13;Level;Growth_rate;1;1,0;-0,09;0;0,72;0;19;0,87;-0,594426422161092
6,4;8,9;0,0;INSEE_PIBFR.lag_12;Spread5Y3M.lag_3;0,39;690,85;Level;Level;1;1,0;-0,25;0;0,59;0;17;0,9;-0,5949645524305698
6,9;9,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;INSEE_PIBFR.Diff.lag_12;1,28;0,2;Level;Difference;1;1,0;0,54;0;0,83;0;8;0,89;-0,5953705027263481
6,9;9,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;Spread6M3M.Diff.t;1,31;6287,72;Level;Difference;1;1,0;0,06;0;0,29;0;10;0,89;-0,5954921223969918
7,6;8,1;0,0;EUSA10_Curncy.t;SP_SP500.lag_12;1606,25;15,24;Level;Level;1;1,0;-0,73;1;0,26;0;22;0,86;-0,5958457999733398
6,5;10,3;0,0;RDB_Nominal.lag_3;EUR003M_Index.pct.lag_12;388,16;0,05;Level;Growth_rate;1;1,0;0,06;0;0,27;0;28;0,9;-0,5959857378776279
6,4;8,5;0,0;INSEE_PIBFR.lag_12;EURONEXT_CAC40.Diff.t;0,39;-0,62;Level;Difference;1;1,0;0,04;0;0,63;0;19;0,9;-0,5962535239731894
6,4;8,5;0,0;INSEE_PIBFR.lag_12;EURONEXT_CAC40.pct.lag_1;0,39;-3,95;Level;Growth_rate;1;1,0;-0,31;0;0,33;0;19;0,9;-0,5970216285151808
6,8;8,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;STOXX_EUROSTOXX50.Diff.lag_12;1,34;1,8;Level;Difference;1;1,0;-0,31;0;0,81;0;3;0,89;-0,5970273624440909
6,4;6,1;0,0;PIB_Reel.lag_1;Chomage.lag_3;382,64;1413,4;Level;Level;1;1,0;-0,95;0;0,16;0;68;0,9;-0,5976184381735994
6,5;8,5;0,0;PIB_Reel.lag_12;Spread10Y3M.pct.lag_12;383,53;-5,67;Level;Growth_rate;1;1,0;0,2;0;0,48;0;11;0,9;-0,59811510454301
6,6;10,0;0,0;RDB_Nominal.lag_3;Spread10Y3M.Diff.lag_12;387,35;920,73;Level;Difference;1;1,0;0,07;0;0,06;0;49;0,9;-0,5989701524080071
8,3;8,1;0,0;INSEE_ProductionIndustrielle_France.t;RDB_Nominal.pct.lag_3;918,65;2743,97;Level;Growth_rate;1;1,0;0,79;1;0,92;0;31;0,84;-0,5989824994714668
6,9;5,7;0,0;SP_SP500.lag_1;Spread6M3M.pct.t;13,92;27,3;Level;Growth_rate;1;1,0;-0,04;1;0,54;0;50;0,89;-0,5990231945318254
9,4;8,7;0,0;INSEE_ProductionIndustrielle_France.lag_3;BBG_TauxOat10Y.lag_12;1638,45;-2194,56;Level;Level;1;1,0;-0,66;1;0,72;0;95;0,81;-0,5991244929242503
6,4;8,8;0,0;INSEE_PIBFR.lag_12;Spread10Y3M.pct.lag_12;0,39;-4,2;Level;Growth_rate;1;1,0;0,19;0;0,45;0;22;0,9;-0,5991797836915631
6,2;8,4;0,0;RDB_Nominal.lag_1;INSEE_ConfianceMenagesFR.Diff.t;372,44;-139,53;Level;Difference;1;1,0;-0,06;1;0,36;0;30;0,91;-0,5996398491107702
7,0;10,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;Spread5Y6M.t;1,32;1226,52;Level;Level;1;1,0;-0,17;0;0,64;0;14;0,89;-0,5997727458030748
6,4;10,2;0,0;RDB_Nominal.lag_3;RDB_Nominal.pct.lag_3;337,26;652,99;Level;Growth_rate;1;1,0;0,91;0;0,26;0;10;0,9;-0,5998758129105644
6,4;7,7;0,0;PIB_Reel.lag_1;INSEE_PIBFR.Diff.t;332,29;-0,06;Level;Difference;1;1,0;0,27;0;0,52;0;48;0,9;-0,6002285444876341
6,6;8,0;0,0;PIB_Reel.lag_12;RDB_Nominal.Diff.t;372,34;146,26;Level;Difference;1;1,0;0,67;0;0,62;0;17;0,9;-0,6003960213267523
6,4;8,7;0,0;INSEE_PIBFR.lag_12;Chomage.lag_1;0,36;-657,97;Level;Level;1;1,0;-0,95;0;0,55;0;27;0,9;-0,6004096263747449
6,6;8,1;0,0;PIB_Reel.lag_12;EUSA5_Curncy.pct.lag_12;381,35;-0,1;Level;Growth_rate;1;1,0;0,2;0;0,49;0;12;0,89;-0,6005029183999728
6,7;9,7;0,0;RDB_Nominal.lag_12;INSEE_ConfianceMenagesFR.lag_3;410,78;172,57;Level;Level;1;1,0;0,62;1;0,08;0;83;0,89;-0,6007941351588848
8,8;4,8;0,0;INSEE_ProductionIndustrielle_France.lag_1;CPI_Excl_Tabac.lag_1;1017,74;1984,13;Level;Level;1;1,0;0,83;0;0,04;0;22;0,84;-0,6016517883338106
6,6;4,8;0,0;SP_SP500.t;SpreadOat10Y3M.lag_12;12,46;-2059,77;Level;Level;1;1,0;-0,45;1;0,42;0;0;0,88;-0,6017029896841852
8,2;14,6;0,0;EUSA10_Curncy.t;Chomage.lag_3;-2800,21;-7061,44;Level;Level;1;1,0;0,48;1;0,41;0;40;0,84;-0,602334818165499
6,9;9,3;0,0;RDB_Nominal.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.pct.t;444,35;598,34;Level;Growth_rate;1;1,0;0,32;1;0,36;0;75;0,89;-0,6036238683485569
6,4;8,7;0,0;RDB_Nominal.t;Spread6M3M.lag_3;374,32;5599,11;Level;Level;1;1,0;-0,7;0;0,17;0;38;0,9;-0,6044082183303605
6,4;6,4;0,0;PIB_Reel.lag_1;EURONEXT_CAC40.Diff.lag_12;331,07;0,08;Level;Difference;1;1,0;-0,19;0;0,44;0;43;0,9;-0,604489081783361
5,6;4,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_3;1,22;-0,24;Level;Difference;1;1,0;0,31;0;0,8;0;6;0,93;-0,604961162339049
6,5;10,3;0,0;RDB_Nominal.lag_3;EUR006M_Index.pct.lag_3;388,98;-0,36;Level;Growth_rate;1;1,0;0,07;0;0,27;0;37;0,9;-0,6051987270386394
6,9;9,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;Chomage.t;1,19;-788,0;Level;Level;1;1,0;-0,96;0;0,32;0;19;0,89;-0,6052063822551161
