"RMSE (en %)";"RMSE OOS (en %)";"Residuals Statio PValue";"Predictor_1";"Predictor_2";"Coeff_1";"Coeff_2";"Transfo_1";"Transfo_2";"Priority_1";"Priority_2";"2-1";"Is signif";"Breusch-Pagan";"Durbin Watson";"Jarque Bera";"R2"
5,5;5,2;0;"INSEE_PIBFR.lag_1";"EUR003M_Index.lag_3";0,28;-4940,97;"Level";"Level";1;1;-0,83;1;0,46;0;18;0,92
5,5;5,9;0;"INSEE_PIBFR.lag_3";"EUR003M_Index.lag_3";0,27;-5469,95;"Level";"Level";1;1;-0,82;1;0,44;0;13;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.t";0,05;-891,69;"Level";"Level";1;1;-0,94;0;0,43;0;5;0,93
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Chomage.t";1,26;484,75;"Level";"Level";1;1;-0,95;1;0,33;0;12;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Chomage.t";1,3;621,89;"Level";"Level";1;1;-0,96;1;0,65;0;6;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"CPI_Excl_Tabac.t";0,06;270,15;"Level";"Level";1;1;0,92;0;0,59;0;38;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.t";0,06;253,66;"Level";"Level";1;1;0,92;0;0,61;0;8;0,92
5,5;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"CPI_Excl_Tabac.t";1,29;-328,3;"Level";"Level";1;1;0,94;1;0,45;0;8;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_1";0,05;-864,72;"Level";"Level";1;1;-0,93;0;0,45;0;5;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Chomage.lag_1";1,28;632,52;"Level";"Level";1;1;-0,95;0;0,37;0;12;0,92
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Chomage.lag_1";1,33;834,42;"Level";"Level";1;1;-0,95;1;0,66;0;6;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"CPI_Excl_Tabac.lag_1";0,06;144,83;"Level";"Level";1;1;0,91;0;0,52;0;37;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.lag_1";0,06;92,89;"Level";"Level";1;1;0,92;0;0,54;0;8;0,92
5,5;4,3;0;"EUROSTAT_GDPEuroArea.lag_12";"CPI_Excl_Tabac.lag_1";0,08;-846,01;"Level";"Level";1;1;0,94;1;0,72;0;76;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_3";0,06;-427,99;"Level";"Level";1;1;-0,92;0;0,31;0;5;0,92
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Chomage.lag_3";1,33;1066,68;"Level";"Level";1;1;-0,94;0;0,42;0;14;0,92
5,5;4,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Chomage.lag_3";1,44;1743,81;"Level";"Level";1;1;-0,95;1;0,51;0;8;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"CPI_Excl_Tabac.lag_3";0,06;9,15;"Level";"Level";1;1;0,9;0;0,47;0;41;0,93
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"CPI_Excl_Tabac.lag_3";1,33;-513,26;"Level";"Level";1;1;0,92;1;0,37;0;6;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.lag_3";0,06;-2,51;"Level";"Level";1;1;0,9;1;0,44;0;8;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Chomage.lag_12";0,06;-486,93;"Level";"Level";1;1;-0,79;0;0,62;0;40;0,93
5,5;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Chomage.lag_12";1,26;825,33;"Level";"Level";1;1;-0,83;1;0,36;0;10;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_12";0,06;-381,47;"Level";"Level";1;1;-0,8;0;0,62;0;8;0,92
5,5;5,7;0;"INSEE_PIBFR.lag_1";"Chomage.lag_12";0,39;2193,55;"Level";"Level";1;1;-0,86;1;0,31;0;5;0,92
5,5;4,9;0;"EUROSTAT_GDPEuroArea.t";"CPI_Excl_Tabac.lag_12";0,06;239,27;"Level";"Level";1;1;0,86;0;0,49;0;41;0,93
5,5;5,1;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.lag_12";0,06;221,74;"Level";"Level";1;1;0,86;0;0,47;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"CPI_Excl_Tabac.lag_12";1,23;-154,1;"Level";"Level";1;1;0,88;1;0,45;0;9;0,92
5,5;4,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"CPI_Excl_Tabac.lag_12";1,3;-397,45;"Level";"Level";1;1;0,89;1;0,68;0;4;0,93
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_ProductionIndustrielle_France.lag_12";1,09;249,65;"Level";"Level";1;1;0,85;0;0,39;0;20;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y3M.t";0,06;165,15;"Level";"Level";1;1;-0,19;0;0,52;0;42;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y3M.t";0,06;199,72;"Level";"Level";1;1;-0,19;0;0,54;0;9;0,92
5,5;5,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y3M.t";1,19;-476,5;"Level";"Level";1;1;-0,17;1;0,47;0;8;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y3M.t";0,06;144,75;"Level";"Level";1;1;-0,35;0;0,52;0;43;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y3M.t";0,06;161,49;"Level";"Level";1;1;-0,35;0;0,52;0;9;0,92
5,5;5,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y3M.t";1,19;-298,99;"Level";"Level";1;1;-0,32;1;0,5;0;7;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.t";0,06;7,39;"Level";"Level";1;1;-0,12;0;0,52;0;41;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y6M.t";0,06;41,55;"Level";"Level";1;1;-0,12;0;0,54;0;9;0,92
5,5;6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y6M.t";1,19;-636,22;"Level";"Level";1;1;-0,1;1;0,45;0;7;0,92
5,5;5,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread5Y6M.t";1,21;-343,31;"Level";"Level";1;1;-0,11;0;0,76;0;4;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y6M.t";0,06;76,09;"Level";"Level";1;1;-0,31;0;0,52;0;42;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y6M.t";0,06;92,57;"Level";"Level";1;1;-0,31;0;0,52;0;9;0,92
5,5;6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y6M.t";1,18;-368,55;"Level";"Level";1;1;-0,28;0;0,49;0;7;0,92
5,5;5,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread10Y6M.t";1,21;-200,08;"Level";"Level";1;1;-0,29;0;0,75;0;4;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y3M.lag_1";0,06;81,22;"Level";"Level";1;1;-0,22;0;0,48;0;41;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y3M.lag_1";0,06;38,49;"Level";"Level";1;1;-0,21;0;0,52;0;8;0,92
5,5;6,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y3M.lag_1";1,19;-756,57;"Level";"Level";1;1;-0,18;0;0,23;0;10;0,92
5,5;6,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread5Y3M.lag_1";1,21;-639,55;"Level";"Level";1;1;-0,19;0;0,44;0;5;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y3M.lag_1";0,06;155,86;"Level";"Level";1;1;-0,36;0;0,53;0;41;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y3M.lag_1";0,06;134,8;"Level";"Level";1;1;-0,36;0;0,55;0;9;0,92
5,5;6,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y3M.lag_1";1,18;-415,21;"Level";"Level";1;1;-0,33;0;0,35;0;9;0,92
5,5;5,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread10Y3M.lag_1";1,2;-331,28;"Level";"Level";1;1;-0,33;0;0,62;0;5;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.lag_1";0,06;-103,25;"Level";"Level";1;1;-0,15;0;0,48;0;42;0,93
5,5;6,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread5Y6M.lag_1";1,18;-1045,55;"Level";"Level";1;1;-0,11;0;0,19;0;12;0,92
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y6M.lag_1";0,06;-144,38;"Level";"Level";1;1;-0,15;0;0,52;0;8;0,92
5,5;6,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y6M.lag_1";1,19;-972,94;"Level";"Level";1;1;-0,11;0;0,22;0;9;0,92
5,5;6,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread5Y6M.lag_1";1,21;-806,04;"Level";"Level";1;1;-0,12;0;0,43;0;5;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y6M.lag_1";0,06;74,56;"Level";"Level";1;1;-0,32;0;0,53;0;41;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y6M.lag_1";0,06;54,25;"Level";"Level";1;1;-0,32;0;0,55;0;9;0,92
5,5;6,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y6M.lag_1";1,18;-510,02;"Level";"Level";1;1;-0,29;0;0,34;0;8;0,92
5,5;6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread10Y6M.lag_1";1,2;-404,27;"Level";"Level";1;1;-0,29;0;0,6;0;4;0,93
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread6M3M.t";1,28;28385,99;"Level";"Level";1;1;-0,69;1;0,65;0;10;0,93
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread6M3M.t";1,27;15562,84;"Level";"Level";1;1;-0,66;1;0,79;0;4;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.Diff.t";0,06;-0,03;"Level";"Difference";1;1;0,08;0;0,36;0;3;0,92
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUROSTAT_GDPEuroArea.Diff.t";1,19;0,04;"Level";"Difference";1;1;0,01;0;0,48;0;16;0,92
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUROSTAT_GDPEuroArea.Diff.lag_1";1,21;0,04;"Level";"Difference";1;1;0,05;1;0,73;0;4;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"STOXX_EUROSTOXX50.Diff.t";0,06;-0,66;"Level";"Difference";1;1;-0,03;1;0,35;0;44;0,93
5,5;4,8;0;"EUROSTAT_GDPEuroArea.t";"EURONEXT_CAC40.Diff.t";0,06;-0,87;"Level";"Difference";1;1;0,05;1;0,23;0;53;0,93
5,5;4,8;0;"EUROSTAT_GDPEuroArea.lag_1";"EURONEXT_CAC40.Diff.t";0,06;-0,81;"Level";"Difference";1;1;0,04;1;0,17;0;18;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_PIBFR.Diff.t";0,06;-0,08;"Level";"Difference";1;1;0,28;0;0,46;0;6;0,92
5,5;4,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_PIBFR.Diff.t";1,2;0,19;"Level";"Difference";1;1;0,21;0;0,82;0;5;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_PIBFR.Diff.lag_1";0,06;-0,1;"Level";"Difference";1;1;0,38;0;0,56;0;7;0,92
5,5;4,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_PIBFR.Diff.lag_1";1,2;0,16;"Level";"Difference";1;1;0,32;0;0,8;0;4;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"EUSA10_Curncy.Diff.t";0,06;-11,14;"Level";"Difference";1;1;0,08;1;0,4;0;41;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA10_Curncy.Diff.t";0,06;32,12;"Level";"Difference";1;1;0,08;1;0,35;0;9;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUSA10_Curncy.Diff.t";1,21;911,84;"Level";"Difference";1;1;0,04;0;0,37;0;16;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"EUSA5_Curncy.Diff.t";0,06;-85,03;"Level";"Difference";1;1;0,14;1;0,49;0;40;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA5_Curncy.Diff.t";0,06;-8,67;"Level";"Difference";1;1;0,14;1;0,45;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUSA5_Curncy.Diff.t";1,19;1131,06;"Level";"Difference";1;1;0,11;0;0,31;0;21;0,92
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUSA5_Curncy.Diff.t";1,21;1333,53;"Level";"Difference";1;1;0,11;0;0,44;0;14;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y3M.Diff.t";0,06;-192,26;"Level";"Difference";1;1;0,09;1;0,47;0;39;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y3M.Diff.t";0,06;-109,85;"Level";"Difference";1;1;0,08;1;0,44;0;8;0,92
5,5;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y3M.Diff.t";1,19;1351,32;"Level";"Difference";1;1;0,05;0;0,22;0;24;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread5Y3M.Diff.t";1,21;1720,15;"Level";"Difference";1;1;0,04;0;0,28;0;18;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y3M.Diff.t";0,06;-51,43;"Level";"Difference";1;1;0,04;1;0,38;0;40;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y3M.Diff.t";0,06;-5,96;"Level";"Difference";1;1;0,04;1;0,33;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y3M.Diff.t";1,19;944,55;"Level";"Difference";1;1;0;0;0,21;0;29;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread10Y3M.Diff.t";1,21;1092,35;"Level";"Difference";1;1;-0,01;0;0,28;0;20;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.Diff.t";0,06;-441,38;"Level";"Difference";1;1;0,08;1;0,49;0;37;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread5Y6M.Diff.t";0,06;-341,13;"Level";"Difference";1;1;0,08;1;0,45;0;7;0,92
5,5;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y6M.Diff.t";1,19;1386,39;"Level";"Difference";1;1;0,04;0;0,24;0;24;0,92
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread5Y6M.Diff.t";1,21;1833,21;"Level";"Difference";1;1;0,03;0;0,31;0;18;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y6M.Diff.t";0,06;-151,21;"Level";"Difference";1;1;0,03;1;0,39;0;38;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y6M.Diff.t";0,06;-99;"Level";"Difference";1;1;0,03;1;0,34;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y6M.Diff.t";1,19;955,98;"Level";"Difference";1;1;-0,01;0;0,22;0;28;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread10Y6M.Diff.t";1,21;1131,6;"Level";"Difference";1;1;-0,01;0;0,3;0;20;0,93
5,5;4,5;0;"EUROSTAT_GDPEuroArea.t";"EUR006M_Index.Diff.t";0,06;2933,76;"Level";"Difference";1;1;0,24;1;0,55;0;45;0,93
5,5;4,5;0;"EUROSTAT_GDPEuroArea.lag_1";"EUR006M_Index.Diff.t";0,06;2904,22;"Level";"Difference";1;1;0,24;1;0,56;0;10;0,92
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"EUR003M_Index.Diff.t";0,06;939,61;"Level";"Difference";1;1;0,23;1;0,54;0;41;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"EUR003M_Index.Diff.t";0,06;1026,58;"Level";"Difference";1;1;0,23;1;0,56;0;8;0,92
5,5;4,5;0;"EUROSTAT_GDPEuroArea.t";"Chomage.Diff.t";0,06;-1194,8;"Level";"Difference";1;1;-0,35;0;0,58;0;51;0,93
5,5;4,5;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.Diff.t";0,06;-1496,38;"Level";"Difference";1;1;-0,35;0;0,57;0;14;0,92
5,5;4,8;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConfianceMenagesFR.Diff.t";0,06;-57,12;"Level";"Difference";1;1;-0,1;0;0,17;0;18;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConsommationFinaleMenagesFR.Diff.t";0,06;0,03;"Level";"Difference";1;1;0,19;1;0,43;0;41;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConsommationFinaleMenagesFR.Diff.t";0,06;0,07;"Level";"Difference";1;1;0,18;1;0,46;0;9;0,92
5,5;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_ConsommationFinaleMenagesFR.Diff.t";1,19;0,15;"Level";"Difference";1;1;0,17;1;0,43;0;11;0,92
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_ConsommationFinaleMenagesFR.Diff.t";1,2;0,3;"Level";"Difference";1;1;0,15;1;0,63;0;3;0,93
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.t";1,21;-0,85;"Level";"Difference";1;1;0,25;1;0,61;0;5;0,93
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.t";1,2;-0,46;"Level";"Difference";1;1;0,22;0;0,58;0;7;0,92
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.t";1,21;0,35;"Level";"Difference";1;1;0,15;0;0,61;0;5;0,93
5,5;4,4;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_1";0,06;-0,47;"Level";"Difference";1;1;0,28;0;0,67;0;7;0,93
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_1";1,21;-0,58;"Level";"Difference";1;1;0,29;0;0,67;0;8;0,93
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_InvestEntreprisesNonFinancieresFR.Diff.lag_1";1,21;0,26;"Level";"Difference";1;1;0,22;0;0,69;0;5;0,93
5,5;4,5;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.Diff.t";0,06;364,05;"Level";"Difference";1;1;0,23;1;0,42;0;5;0,92
5,5;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"CPI_Excl_Tabac.Diff.t";1,18;447,18;"Level";"Difference";1;1;0,22;1;0,57;0;6;0,92
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"CPI_Excl_Tabac.Diff.t";1,2;528,03;"Level";"Difference";1;1;0,21;1;0,82;0;3;0,93
5,5;4,5;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ProductionIndustrielle_France.Diff.t";0,06;-127,52;"Level";"Difference";1;1;-0,05;0;0,59;0;5;0,92
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.Diff.t";0,06;-28,76;"Level";"Difference";1;1;0,68;0;0,48;0;39;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.Diff.t";0,06;24,92;"Level";"Difference";1;1;0,68;0;0,5;0;9;0,92
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.Diff.lag_1";0,06;125,81;"Level";"Difference";1;1;0,69;0;0,6;0;46;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.Diff.lag_1";0,06;163,94;"Level";"Difference";1;1;0,69;0;0,62;0;12;0,92
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"BBG_TauxOat10Y.Diff.t";0,06;-37,52;"Level";"Difference";1;1;0,13;1;0,37;0;40;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"BBG_TauxOat10Y.Diff.t";0,06;-12,07;"Level";"Difference";1;1;0,13;1;0,33;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"BBG_TauxOat10Y.Diff.t";1,19;593,31;"Level";"Difference";1;1;0,1;0;0,33;0;21;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"BBG_TauxOat10Y.Diff.t";1,21;743,63;"Level";"Difference";1;1;0,09;0;0,33;0;16;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.t";"SpreadOat10Y3M.Diff.t";0,06;-65,4;"Level";"Difference";1;1;0,1;0;0,36;0;39;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"SpreadOat10Y3M.Diff.t";0,06;-39,56;"Level";"Difference";1;1;0,1;1;0,31;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"SpreadOat10Y3M.Diff.t";1,19;655,79;"Level";"Difference";1;1;0,06;0;0,29;0;22;0,92
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"SpreadOat10Y3M.Diff.t";1,21;855,41;"Level";"Difference";1;1;0,05;0;0,26;0;19;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.t";"SpreadOAT10Y6M.Diff.t";0,06;-126,72;"Level";"Difference";1;1;0,1;1;0,37;0;38;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"SpreadOAT10Y6M.Diff.t";0,06;-97,16;"Level";"Difference";1;1;0,1;1;0,32;0;7;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"SpreadOAT10Y6M.Diff.t";1,19;656,65;"Level";"Difference";1;1;0,06;0;0,3;0;22;0,92
5,5;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"SpreadOAT10Y6M.Diff.t";1,21;874,22;"Level";"Difference";1;1;0,05;0;0,27;0;19;0,93
5,5;4,8;0;"EUROSTAT_GDPEuroArea.t";"SP_SP500.Diff.t";0,06;-0,11;"Level";"Difference";1;1;0,11;0;0,16;0;43;0,93
5,5;4,8;0;"EUROSTAT_GDPEuroArea.lag_1";"SP_SP500.Diff.t";0,06;-0,28;"Level";"Difference";1;1;0,11;0;0,14;0;10;0,92
5,5;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"SP_SP500.Diff.t";1,21;0,65;"Level";"Difference";1;1;0,09;0;0,58;0;4;0,92
5,5;5;0;"EUROSTAT_GDPEuroArea.lag_1";"PIB_Reel.Diff.t";0,06;-105,63;"Level";"Difference";1;1;0,14;0;0,5;0;5;0,92
5,5;5,2;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread6M3M.Diff.t";0,06;11287,5;"Level";"Difference";1;1;0,04;1;0,48;0;13;0,93
5,5;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.t";0,06;-611,29;"Level";"Growth_rate";1;1;0,42;1;0,7;0;6;0,93
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUROSTAT_GDPEuroArea.pct.t";1,2;354,94;"Level";"Growth_rate";1;1;0,33;1;0,67;0;6;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_1";0,06;-533,65;"Level";"Growth_rate";1;1;0,49;1;0,61;0;7;0,93
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_1";1,19;112,95;"Level";"Growth_rate";1;1;0,43;0;0,53;0;9;0,92
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUROSTAT_GDPEuroArea.pct.lag_1";1,19;350,83;"Level";"Growth_rate";1;1;0,41;1;0,73;0;4;0,93
5,5;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_3";0,06;-301,5;"Level";"Growth_rate";1;1;0,56;1;0,57;0;8;0,92
5,5;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_3";1,18;194,98;"Level";"Growth_rate";1;1;0,52;0;0,51;0;8;0,92
5,5;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUROSTAT_GDPEuroArea.pct.lag_3";1,18;374,8;"Level";"Growth_rate";1;1;0,5;1;0,71;0;4;0,93
5,5;5,8;0;"INSEE_PIBFR.t";"STOXX_EUROSTOXX50.pct.t";0,32;-55,06;"Level";"Growth_rate";1;1;-0,23;1;0,44;0;4;0,92
5,5;6,2;0;"INSEE_PIBFR.lag_1";"STOXX_EUROSTOXX50.pct.t";0,33;-55,19;"Level";"Growth_rate";1;1;-0,23;1;0,41;0;7;0,92
5,5;6;0;"INSEE_PIBFR.t";"STOXX_EUROSTOXX50.pct.lag_1";0,32;-54,67;"Level";"Growth_rate";1;1;-0,29;1;0,43;0;3;0,92
5,5;6,4;0;"INSEE_PIBFR.lag_1";"STOXX_EUROSTOXX50.pct.lag_1";0,32;-54,33;"Level";"Growth_rate";1;1;-0,29;1;0,39;0;5;0,92
