"RMSE (en %)";"RMSE OOS (en %)";"Residuals Statio PValue";"Predictor_1";"Predictor_2";"Coeff_1";"Coeff_2";"Transfo_1";"Transfo_2";"Priority_1";"Priority_2";"2-1";"Is signif";"Breusch-Pagan";"Durbin Watson";"Jarque Bera";"R2"
5;3,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.lag_1";0,07;31808,32;"Level";"Level";1;1;-0,69;0;0,65;0;1;0,94
5;3,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread6M3M.pct.lag_1";1,18;21,99;"Level";"Growth_rate";1;1;0,04;1;0,71;4;0;0,94
5;3,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.pct.lag_1";1,19;19,83;"Level";"Growth_rate";1;1;0,05;1;0,72;2;0;0,94
5;5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA10_Curncy.Diff.lag_3";0,8;-1702,13;"Level";"Difference";1;1;-0,09;0;0,28;0;4;0,93
5;5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread10Y3M.Diff.lag_3";0,8;-1832,82;"Level";"Difference";1;1;-0,12;0;0,26;0;5;0,93
5;4,9;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread10Y6M.Diff.lag_3";0,8;-2031,13;"Level";"Difference";1;1;-0,11;0;0,26;0;4;0,94
5;4,1;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.Diff.lag_3";0,83;-1033,15;"Level";"Difference";1;1;0,26;0;0,43;1;10;0,94
5;3,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.Diff.lag_3";0,06;31798,91;"Level";"Difference";1;1;-0,12;1;0,71;0;4;0,94
5,1;4,3;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.t";0,07;25841,39;"Level";"Level";1;1;-0,68;0;0,5;0;17;0,94
5,1;4,4;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.pct.t";0,06;12,16;"Level";"Growth_rate";1;1;0,05;1;0,48;0;13;0,93
5,1;3,8;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.pct.lag_1";0,06;14,33;"Level";"Growth_rate";1;1;0,08;0;0,78;0;3;0,94
5,1;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA10_Curncy.Diff.lag_3";0,06;-1355,84;"Level";"Difference";1;1;-0,1;0;0,32;0;7;0,93
5,1;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"BBG_TauxOat10Y.Diff.lag_3";0,81;-1113,13;"Level";"Difference";1;1;-0,03;0;0,35;0;4;0,93
5,1;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y3M.Diff.lag_3";0,06;-1433,52;"Level";"Difference";1;1;-0,13;0;0,32;0;8;0,93
5,1;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOat10Y3M.Diff.lag_3";0,8;-1165,86;"Level";"Difference";1;1;-0,05;0;0,34;0;4;0,93
5,1;5,4;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y6M.Diff.lag_3";0,06;-1667,32;"Level";"Difference";1;1;-0,13;0;0,32;0;6;0,93
5,1;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOAT10Y6M.Diff.lag_3";0,8;-1277,12;"Level";"Difference";1;1;-0,04;0;0,34;0;4;0,93
5,1;4,1;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.Diff.lag_3";0,06;-1023,79;"Level";"Difference";1;1;0,26;1;0,44;0;27;0,94
5,1;4,1;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.Diff.lag_3";0,06;31759,03;"Level";"Difference";1;1;-0,12;1;0,63;0;25;0,94
5,1;3,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.Diff.lag_3";0,81;24826,92;"Level";"Difference";1;1;-0,1;1;0,61;1;4;0,94
5,1;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR003M_Index.Diff.lag_12";0,8;4854,31;"Level";"Difference";1;1;0,24;0;0,46;0;3;0,93
5,1;4,9;0;"EUROSTAT_GDPEuroArea.lag_3";"RDB_Nominal.Diff.lag_12";0,06;-270,34;"Level";"Difference";1;1;0,72;1;0,2;0;10;0,93
5,1;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.Diff.lag_12";0,06;-12266,82;"Level";"Difference";1;1;0,25;1;0,29;0;5;0,93
5,1;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.Diff.lag_12";0,82;-12259,01;"Level";"Difference";1;1;0,25;1;0,4;0;1;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.t";0,07;-1,69;"Level";"Level";1;1;0,86;1;0,31;0;50;0,93
5,2;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"CPI_Excl_Tabac.lag_3";1,49;-934,44;"Level";"Level";1;1;0,93;1;0,57;0;1;0,93
5,2;5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.lag_3";0,9;-468,86;"Level";"Level";1;1;0,92;0;0,43;0;7;0,93
5,2;4,5;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.t";0,06;25010,13;"Level";"Level";1;1;-0,68;1;0,46;0;37;0,93
5,2;3,7;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.lag_1";0,07;30382,88;"Level";"Level";1;1;-0,69;0;0,65;0;13;0,94
5,2;3,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread6M3M.lag_1";0,07;30095,27;"Level";"Level";1;1;-0,69;0;0,67;1;1;0,93
5,2;4,3;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.Diff.t";0,8;620,92;"Level";"Difference";1;1;0,2;1;0,55;0;4;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.pct.t";0,06;-33;"Level";"Growth_rate";1;1;-0,27;1;0,48;0;17;0,93
5,2;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"STOXX_EUROSTOXX50.pct.t";0,79;-25,86;"Level";"Growth_rate";1;1;-0,29;1;0,44;1;10;0,93
5,2;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.pct.t";0,06;-37,16;"Level";"Growth_rate";1;1;-0,19;1;0,48;0;12;0,93
5,2;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.pct.t";0,8;-28,24;"Level";"Growth_rate";1;1;-0,2;1;0,52;1;7;0,93
5,2;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.pct.lag_1";1,16;-45,11;"Level";"Growth_rate";1;1;-0,31;1;0,38;0;7;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.pct.lag_1";0,06;-31,32;"Level";"Growth_rate";1;1;-0,33;1;0,5;0;11;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.pct.lag_1";0,06;-33,67;"Level";"Growth_rate";1;1;-0,25;1;0,48;0;8;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"INSEE_ConfianceMenagesFR.pct.t";0,06;-59,9;"Level";"Growth_rate";1;1;-0,26;1;0,39;0;18;0,93
5,2;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.pct.lag_3";0,85;-737,39;"Level";"Growth_rate";1;1;0,69;0;0,47;0;7;0,93
5,2;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.lag_12";0,74;1,07;"Level";"Level";1;1;0,86;1;0,4;1;2;0,93
5,2;5;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.pct.t";0,06;-3,49;"Level";"Growth_rate";1;1;0,09;1;0,71;0;11;0,94
5,2;5,2;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.pct.t";0,06;-2,4;"Level";"Growth_rate";1;1;0,06;1;0,56;0;7;0,93
5,2;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.pct.t";0,81;-2,12;"Level";"Growth_rate";1;1;0,05;0;0,59;1;4;0,93
5,2;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread6M3M.pct.t";1,18;17,23;"Level";"Growth_rate";1;1;0,02;1;0,36;2;2;0,93
5,2;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.pct.t";1,19;14,9;"Level";"Growth_rate";1;1;0,03;1;0,37;1;1;0,93
5,2;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.pct.t";0,8;6,87;"Level";"Growth_rate";1;1;0,08;0;0,47;0;6;0,93
5,2;3,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.Diff.lag_1";0,06;26279,77;"Level";"Difference";1;1;-0,01;0;0,86;0;12;0,94
5,2;5;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.pct.lag_1";0,06;-3,45;"Level";"Growth_rate";1;1;0,1;1;0,44;0;25;0,93
5,2;5,3;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.pct.lag_1";0,06;-2,44;"Level";"Growth_rate";1;1;0,07;0;0,39;0;11;0,93
5,2;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.pct.lag_1";0,81;-1,97;"Level";"Growth_rate";1;1;0,06;0;0,44;0;8;0,93
5,2;3,9;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.pct.lag_1";0,06;13,97;"Level";"Growth_rate";1;1;0,09;0;0,77;0;18;0,93
5,2;4,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread6M3M.pct.lag_1";1,2;14,94;"Level";"Growth_rate";1;1;0,08;1;0,86;0;1;0,93
5,2;4,1;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.pct.lag_1";0,8;10,62;"Level";"Growth_rate";1;1;0,11;0;0,58;1;6;0,93
5,2;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.lag_3";0,06;-1,43;"Level";"Level";1;1;0,5;0;0,32;0;26;0,93
5,2;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.lag_3";0,07;-1,01;"Level";"Level";1;1;0,86;0;0,36;0;18;0,93
5,2;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.lag_3";0,06;13127,26;"Level";"Level";1;1;-0,7;0;0,25;0;6;0,93
5,2;5,1;0;"EUROSTAT_GDPEuroArea.t";"EUSA10_Curncy.Diff.lag_3";0,06;-1642,36;"Level";"Difference";1;1;-0,09;0;0,38;0;20;0,93
5,2;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA5_Curncy.Diff.lag_3";0,06;-1469,24;"Level";"Difference";1;1;-0,09;0;0,36;0;10;0,93
5,2;5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA5_Curncy.Diff.lag_3";0,8;-1682,16;"Level";"Difference";1;1;-0,08;0;0,36;0;7;0,93
5,2;5;0;"EUROSTAT_GDPEuroArea.lag_3";"BBG_TauxOat10Y.Diff.lag_3";0,06;-708,38;"Level";"Difference";1;1;-0,05;0;0,35;0;11;0,93
5,2;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y3M.Diff.lag_3";0,06;-1508,7;"Level";"Difference";1;1;-0,13;0;0,37;0;11;0,93
5,2;4,9;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y3M.Diff.lag_3";0,8;-1775,06;"Level";"Difference";1;1;-0,13;0;0,34;0;8;0,93
5,2;5;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y3M.Diff.lag_3";0,06;-1746,39;"Level";"Difference";1;1;-0,12;0;0,37;0;21;0,93
5,2;5;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOat10Y3M.Diff.lag_3";0,06;-713,76;"Level";"Difference";1;1;-0,07;0;0,36;0;12;0,93
5,2;5,4;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.Diff.lag_3";0,06;-2025,81;"Level";"Difference";1;1;-0,12;0;0,35;0;8;0,93
5,2;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.Diff.lag_3";0,8;-2201,76;"Level";"Difference";1;1;-0,12;0;0,32;0;7;0,93
5,2;5;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y6M.Diff.lag_3";0,06;-1985,94;"Level";"Difference";1;1;-0,11;0;0,37;0;18;0,93
5,2;4,9;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOAT10Y6M.Diff.lag_3";0,06;-846,95;"Level";"Difference";1;1;-0,07;0;0,35;0;10;0,93
5,2;3,9;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread6M3M.Diff.lag_3";0,06;31771,9;"Level";"Difference";1;1;-0,12;1;0,63;1;2;0,93
5,2;3,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.Diff.lag_3";1,21;33932,64;"Level";"Difference";1;1;-0,13;1;0,93;1;0;0,93
5,2;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.pct.lag_3";1,15;-46,51;"Level";"Growth_rate";1;1;-0,37;1;0,3;1;9;0,93
5,2;5,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EURONEXT_CAC40.pct.lag_3";1,16;-46,53;"Level";"Growth_rate";1;1;-0,3;1;0,31;0;8;0,93
5,2;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"STOXX_EUROSTOXX50.lag_12";0,77;1,41;"Level";"Level";1;1;0,63;1;0,46;1;3;0,93
5,2;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.lag_12";0,77;-10386,6;"Level";"Level";1;1;-0,68;1;0,35;0;8;0,93
5,2;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.Diff.lag_12";0,81;0,91;"Level";"Difference";1;1;-0,23;1;0,37;1;3;0,93
5,2;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR003M_Index.Diff.lag_12";0,06;4595,47;"Level";"Difference";1;1;0,24;0;0,37;0;12;0,93
5,2;5,2;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.Diff.lag_12";0,06;-249,05;"Level";"Difference";1;1;0,72;1;0,14;0;28;0,93
5,2;4,7;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.Diff.lag_12";0,06;-13813,15;"Level";"Difference";1;1;0,25;0;0,28;0;18;0,93
5,2;4,5;0;"EUROSTAT_GDPEuroArea.lag_12";"INSEE_ConsommationFinaleMenagesFR.pct.lag_12";0,06;1156,58;"Level";"Growth_rate";1;1;0,48;0;0,71;0;20;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"";0,06;NA;"Level";NA;1;NA;0;1;0,24;0;18;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"";0,81;NA;"Level";NA;1;NA;0;1;0,29;0;9;0,93
5,3;4,8;0;"EUROSTAT_GDPEuroArea.t";"STOXX_EUROSTOXX50.t";0,06;-2,19;"Level";"Level";1;1;0,49;1;0,49;0;53;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.t";0,06;-1,88;"Level";"Level";1;1;0,48;1;0,3;0;42;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.lag_1";0,06;-1,42;"Level";"Level";1;1;0,49;1;0,57;0;13;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"STOXX_EUROSTOXX50.lag_1";0,81;-0,3;"Level";"Level";1;1;0,45;1;0,59;0;9;0,93
5,3;5;0;"EUROSTAT_GDPEuroArea.t";"EURONEXT_CAC40.t";0,07;-1,75;"Level";"Level";1;1;0,86;1;0,47;0;55;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.t";0,84;-0,61;"Level";"Level";1;1;0,84;0;0,38;0;14;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.lag_1";0,07;-1,15;"Level";"Level";1;1;0,86;1;0,54;0;14;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.lag_1";0,82;-0,22;"Level";"Level";1;1;0,84;1;0,58;0;9;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA10_Curncy.t";0,06;194,32;"Level";"Level";1;1;-0,65;0;0,51;0;20;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA10_Curncy.t";0,8;-197,36;"Level";"Level";1;1;-0,63;1;0,54;0;9;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA5_Curncy.t";0,06;229,78;"Level";"Level";1;1;-0,66;0;0,48;0;19;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA5_Curncy.t";0,8;-269,68;"Level";"Level";1;1;-0,64;1;0,48;0;10;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"BBG_TauxOat10Y.t";0,06;143,54;"Level";"Level";1;1;-0,71;1;0,51;0;20;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"BBG_TauxOat10Y.t";0,79;-237,83;"Level";"Level";1;1;-0,68;1;0,56;0;8;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOat10Y3M.t";0,06;156,32;"Level";"Level";1;1;-0,53;1;0,49;0;21;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOat10Y3M.t";0,8;-267,36;"Level";"Level";1;1;-0,5;1;0,56;0;7;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOAT10Y6M.t";0,06;104,62;"Level";"Level";1;1;-0,5;1;0,49;0;20;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOAT10Y6M.t";0,8;-292,19;"Level";"Level";1;1;-0,48;1;0,56;0;7;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA10_Curncy.lag_1";0,79;-276,83;"Level";"Level";1;1;-0,63;0;0,44;0;10;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA5_Curncy.lag_1";0,79;-429,15;"Level";"Level";1;1;-0,65;0;0,32;0;12;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"BBG_TauxOat10Y.lag_1";0,79;-317,79;"Level";"Level";1;1;-0,69;1;0,39;0;10;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOat10Y3M.lag_1";0,79;-371,54;"Level";"Level";1;1;-0,51;1;0,45;0;9;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOAT10Y6M.lag_1";0,06;39,45;"Level";"Level";1;1;-0,51;0;0,45;0;18;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOAT10Y6M.lag_1";0,79;-412,25;"Level";"Level";1;1;-0,49;1;0,45;0;9;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR006M_Index.t";0,06;1002,03;"Level";"Level";1;1;-0,89;0;0,44;0;15;0,93
5,3;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR006M_Index.t";1,08;-3052,52;"Level";"Level";1;1;-0,84;1;0,43;0;10;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR006M_Index.t";0,8;-327,84;"Level";"Level";1;1;-0,88;0;0,29;0;10;0,93
5,3;4,4;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConfianceMenagesFR.t";0,07;-104,17;"Level";"Level";1;1;0,74;0;0,57;0;31;0,93
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"INSEE_ConfianceMenagesFR.t";0,06;-69,29;"Level";"Level";1;1;0,72;0;0,59;0;20;0,93
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"INSEE_ConfianceMenagesFR.t";0,81;-9,92;"Level";"Level";1;1;0,69;0;0,51;0;8;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR003M_Index.t";0,06;355,65;"Level";"Level";1;1;-0,87;0;0,44;0;17;0,93
5,3;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR003M_Index.t";1,08;-3355,48;"Level";"Level";1;1;-0,82;1;0,45;0;10;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR003M_Index.t";0,79;-560,79;"Level";"Level";1;1;-0,86;0;0,3;0;11;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR006M_Index.lag_1";0,06;986,33;"Level";"Level";1;1;-0,9;0;0,39;0;14;0,93
5,3;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR006M_Index.lag_1";1,08;-2999,5;"Level";"Level";1;1;-0,85;1;0,36;0;12;0,93
5,3;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR006M_Index.lag_1";0,8;-188,26;"Level";"Level";1;1;-0,89;0;0,27;0;10;0,93
5,3;4,5;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConfianceMenagesFR.lag_1";0,06;-81,88;"Level";"Level";1;1;0,75;0;0,49;0;24;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"INSEE_ConfianceMenagesFR.lag_1";0,06;-54,57;"Level";"Level";1;1;0,73;0;0,54;0;15;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"INSEE_ConfianceMenagesFR.lag_1";0,8;3,79;"Level";"Level";1;1;0,7;0;0,47;0;9;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR003M_Index.lag_1";0,06;171,55;"Level";"Level";1;1;-0,88;0;0,41;0;18;0,93
5,3;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR003M_Index.lag_1";1,07;-3468,34;"Level";"Level";1;1;-0,83;1;0,4;0;11;0,93
5,3;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR003M_Index.lag_1";0,79;-618,68;"Level";"Level";1;1;-0,87;0;0,27;0;12;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR006M_Index.lag_3";0,06;555,54;"Level";"Level";1;1;-0,91;0;0,43;0;16;0,93
5,3;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR006M_Index.lag_3";1,06;-3211,26;"Level";"Level";1;1;-0,87;1;0,47;0;11;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR006M_Index.lag_3";0,8;-206,81;"Level";"Level";1;1;-0,9;0;0,32;0;10;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"INSEE_ConfianceMenagesFR.lag_3";0,06;-43,68;"Level";"Level";1;1;0,75;0;0,55;0;13;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"INSEE_ConfianceMenagesFR.lag_3";0,81;1,77;"Level";"Level";1;1;0,72;0;0,44;0;9;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR003M_Index.lag_3";0,06;187,52;"Level";"Level";1;1;-0,89;0;0,47;0;18;0,93
5,3;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EUR003M_Index.lag_3";1,06;-3462,17;"Level";"Level";1;1;-0,85;1;0,51;0;9;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR003M_Index.lag_3";0,79;-422,92;"Level";"Level";1;1;-0,88;0;0,34;0;11;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.t";0,06;-466,31;"Level";"Level";1;1;-0,94;0;0,28;0;14;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Chomage.t";0,79;-143,88;"Level";"Level";1;1;-0,94;1;0,36;0;8;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.t";0,06;-52,71;"Level";"Level";1;1;0,93;0;0,49;0;18;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.t";0,81;-8,42;"Level";"Level";1;1;0,93;0;0,57;0;9;0,93
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.lag_1";0,06;-419,89;"Level";"Level";1;1;-0,94;0;0,3;0;14;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Chomage.lag_1";0,8;-123,44;"Level";"Level";1;1;-0,94;1;0,37;0;8;0,93
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.lag_1";0,06;-188,41;"Level";"Level";1;1;0,92;0;0,45;0;21;0,93
5,3;4,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"CPI_Excl_Tabac.lag_1";1,45;-758,83;"Level";"Level";1;1;0,94;1;0,55;0;7;0,93
5,3;4,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.lag_1";0,85;-212,37;"Level";"Level";1;1;0,93;1;0,46;0;12;0,93
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Chomage.lag_3";0,83;213,79;"Level";"Level";1;1;-0,93;0;0,12;0;12;0,93
5,3;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"CPI_Excl_Tabac.lag_3";1,38;-638,58;"Level";"Level";1;1;0,92;1;0,38;0;4;0,93
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.lag_3";0,06;-302,94;"Level";"Level";1;1;0,91;1;0,31;0;12;0,93
5,3;3,8;0;"EUROSTAT_GDPEuroArea.lag_12";"CPI_Excl_Tabac.lag_3";0,08;-1167,24;"Level";"Level";1;1;0,94;1;0,9;0;37;0,94
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.lag_12";0,06;33,64;"Level";"Level";1;1;-0,81;0;0,49;0;18;0,93
5,3;4,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Chomage.lag_12";1,35;1474,57;"Level";"Level";1;1;-0,85;1;0,53;0;5;0,93
5,3;4,1;0;"EUROSTAT_GDPEuroArea.lag_12";"Chomage.lag_12";0,07;2027,39;"Level";"Level";1;1;-0,86;0;0,45;0;69;0,93
5,3;4,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Chomage.lag_12";0,82;164,14;"Level";"Level";1;1;-0,81;0;0,39;0;10;0,93
