"RMSE (en %)";"RMSE OOS (en %)";"Residuals Statio PValue";"Predictor_1";"Predictor_2";"Coeff_1";"Coeff_2";"Transfo_1";"Transfo_2";"Priority_1";"Priority_2";"2-1";"Is signif";"Breusch-Pagan";"Durbin Watson";"Jarque Bera";"R2"
4,9;3,7;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread10Y6M.Diff.lag_3";0,85;-2905,28;"Level";"Difference";1;1;0,26;0;0,85;3;0;0,91
5;4;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA10_Curncy.Diff.lag_3";0,84;-2551,99;"Level";"Difference";1;1;0,26;0;0,93;3;0;0,91
5;3,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread10Y3M.Diff.lag_3";0,84;-2786,03;"Level";"Difference";1;1;0,26;0;0,86;3;0;0,91
5;3,5;0;"EUROSTAT_GDPEuroArea.lag_12";"Spread5Y6M.Diff.lag_3";0,08;-5102,96;"Level";"Difference";1;1;0,35;0;0,79;4;6;0,91
5;3,6;0;"EUROSTAT_GDPEuroArea.lag_12";"Spread10Y6M.Diff.lag_3";0,08;-3168,23;"Level";"Difference";1;1;0,28;0;0,83;1;4;0,91
5,1;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"SP_SP500.Diff.t";0,06;5,09;"Level";"Difference";1;1;0,05;0;0,57;0;28;0,9
5,1;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread6M3M.pct.lag_1";1,22;20,08;"Level";"Growth_rate";1;1;-0,1;1;0,95;9;0;0,9
5,1;4,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.pct.lag_1";1,25;17,89;"Level";"Growth_rate";1;1;-0,08;1;0,97;7;0;0,9
5,1;4,2;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA10_Curncy.Diff.lag_3";0,06;-2174,46;"Level";"Difference";1;1;0,24;0;0,98;0;5;0,91
5,1;3,7;0;"EUROSTAT_GDPEuroArea.lag_12";"EUSA10_Curncy.Diff.lag_3";0,08;-2861,55;"Level";"Difference";1;1;0,27;0;0,89;1;3;0,91
5,1;3,8;0;"EUROSTAT_GDPEuroArea.lag_12";"EUSA5_Curncy.Diff.lag_3";0,08;-4314,86;"Level";"Difference";1;1;0,33;0;0,86;4;3;0,91
5,1;3,6;0;"EUROSTAT_GDPEuroArea.lag_12";"Spread5Y3M.Diff.lag_3";0,08;-4780,5;"Level";"Difference";1;1;0,34;0;0,79;3;7;0,91
5,1;4,2;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y3M.Diff.lag_3";0,06;-2300,2;"Level";"Difference";1;1;0,24;0;0,98;0;8;0,91
5,1;3,6;0;"EUROSTAT_GDPEuroArea.lag_12";"Spread10Y3M.Diff.lag_3";0,08;-3053,09;"Level";"Difference";1;1;0,27;0;0,83;1;5;0,91
5,1;3,9;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.Diff.lag_3";0,85;-3880,63;"Level";"Difference";1;1;0,31;0;0,88;3;1;0,9
5,1;4,2;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y6M.Diff.lag_3";0,06;-2454,91;"Level";"Difference";1;1;0,24;0;0,98;0;6;0,91
5,1;4,2;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.Diff.lag_3";0,83;-1058,95;"Level";"Difference";1;1;0,22;0;0,69;3;7;0,9
5,1;4;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"BBG_TauxOat10Y.Diff.lag_3";0,83;-1548,59;"Level";"Difference";1;1;0,22;0;0,74;1;0;0,9
5,1;4;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOat10Y3M.Diff.lag_3";0,83;-1626,28;"Level";"Difference";1;1;0,22;0;0,67;1;0;0,9
5,1;4;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SpreadOAT10Y6M.Diff.lag_3";0,83;-1683,5;"Level";"Difference";1;1;0,22;0;0,66;1;0;0,9
5,1;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.pct.lag_3";1,21;-51,79;"Level";"Growth_rate";1;1;-0,13;1;0,87;7;0;0,9
5,1;4,2;0;"EUROSTAT_GDPEuroArea.lag_12";"EUR003M_Index.Diff.lag_12";0,07;7523,93;"Level";"Difference";1;1;0,01;0;0,82;1;2;0,9
5,1;4,1;0;"RDB_Nominal.lag_3";"Chomage.Diff.lag_12";553,34;5789,51;"Level";"Difference";1;1;-0,64;0;0,85;0;5;0,9
5,1;4,1;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.Diff.lag_12";0,06;-512,55;"Level";"Difference";1;1;0,61;0;0,7;0;87;0,91
5,1;3,9;0;"EUROSTAT_GDPEuroArea.lag_3";"RDB_Nominal.Diff.lag_12";0,07;-488,18;"Level";"Difference";1;1;0,61;0;0,85;0;50;0,91
5,1;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.Diff.lag_12";0,06;-13500,41;"Level";"Difference";1;1;0,23;1;0,69;1;2;0,9
5,2;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.lag_3";0,07;-1019,4;"Level";"Level";1;1;0,83;1;0,51;0;9;0,9
5,2;6,3;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.lag_3";0,93;-973,61;"Level";"Level";1;1;0,83;0;0,61;2;1;0,9
5,2;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.lag_1";0,06;22117,98;"Level";"Level";1;1;-0,62;0;0,75;1;5;0,9
5,2;4,1;0;"INSEE_PIBFR.lag_12";"SP_SP500.Diff.t";0,5;7;"Level";"Difference";1;1;0,01;0;0,64;3;6;0,9
5,2;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.pct.lag_1";1,21;-49,71;"Level";"Growth_rate";1;1;-0,15;1;0,99;5;0;0,9
5,2;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EURONEXT_CAC40.pct.lag_1";1,23;-54,83;"Level";"Growth_rate";1;1;-0,02;1;0,95;4;0;0,9
5,2;4,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread6M3M.pct.t";1,22;19,25;"Level";"Growth_rate";1;1;-0,11;1;0,95;10;0;0,9
5,2;4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.pct.t";1,25;17,21;"Level";"Growth_rate";1;1;-0,09;1;0,97;7;0;0,9
5,2;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread5Y6M.pct.lag_1";1,32;-4,9;"Level";"Growth_rate";1;1;0,52;1;0,93;11;0;0,9
5,2;5,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y6M.pct.lag_1";1,33;-4,33;"Level";"Growth_rate";1;1;0,5;1;0,96;7;0;0,9
5,2;4,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUSA10_Curncy.Diff.lag_3";1,25;-2687,4;"Level";"Difference";1;1;0,27;0;0,64;1;0;0,9
5,2;5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUSA10_Curncy.Diff.lag_3";1,27;-2255,14;"Level";"Difference";1;1;0,24;0;0,82;1;0;0,9
5,2;4,2;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA5_Curncy.Diff.lag_3";0,06;-2939,6;"Level";"Difference";1;1;0,29;0;0,99;1;8;0,9
5,2;4,2;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUSA5_Curncy.Diff.lag_3";0,84;-3171,36;"Level";"Difference";1;1;0,29;0;0,95;3;0;0,9
5,2;4,2;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y3M.Diff.lag_3";0,06;-3159,5;"Level";"Difference";1;1;0,29;0;1;1;12;0,9
5,2;3,9;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y3M.Diff.lag_3";0,84;-3568,3;"Level";"Difference";1;1;0,31;0;0,87;3;1;0,9
5,2;5,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y3M.Diff.lag_3";1,27;-2285,17;"Level";"Difference";1;1;0,24;0;0,74;1;0;0,9
5,2;4,1;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.Diff.lag_3";0,06;-3559,84;"Level";"Difference";1;1;0,3;0;1;1;10;0,91
5,2;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y6M.Diff.lag_3";0,06;-2428,97;"Level";"Difference";1;1;0,24;0;0,94;0;28;0,9
5,2;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread10Y6M.Diff.lag_3";1,25;-2911,88;"Level";"Difference";1;1;0,27;0;0,58;1;1;0,9
5,2;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread10Y6M.Diff.lag_3";1,27;-2435,86;"Level";"Difference";1;1;0,24;0;0,77;1;0;0,9
5,2;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"CPI_Excl_Tabac.Diff.lag_3";0,06;-978,64;"Level";"Difference";1;1;0,21;1;0,66;1;45;0,9
5,2;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"BBG_TauxOat10Y.Diff.lag_3";0,06;-1155,74;"Level";"Difference";1;1;0,19;0;0,69;0;14;0,9
5,2;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOat10Y3M.Diff.lag_3";0,06;-1163,65;"Level";"Difference";1;1;0,19;0;0,66;0;16;0,9
5,2;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"SpreadOAT10Y6M.Diff.lag_3";0,06;-1242,29;"Level";"Difference";1;1;0,19;0;0,64;0;16;0,9
5,2;4,3;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.Diff.lag_3";0,06;34512,93;"Level";"Difference";1;1;-0,09;1;0,78;1;34;0,9
5,2;4;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.Diff.lag_3";0,06;29424,43;"Level";"Difference";1;1;-0,08;1;0,76;1;7;0,9
5,2;4,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"STOXX_EUROSTOXX50.pct.lag_3";1,18;-53,46;"Level";"Growth_rate";1;1;-0,12;1;0,8;6;1;0,9
5,2;4,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EURONEXT_CAC40.pct.lag_3";1,23;-55,3;"Level";"Growth_rate";1;1;-0,02;1;0,9;6;0;0,9
5,2;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"STOXX_EUROSTOXX50.lag_12";0,76;1,76;"Level";"Level";1;1;0,55;1;0,93;4;0;0,9
5,2;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"EUR003M_Index.Diff.lag_12";0,06;4414,2;"Level";"Difference";1;1;0,07;0;0,75;0;8;0,9
5,2;4;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EUR003M_Index.Diff.lag_12";0,81;4956,54;"Level";"Difference";1;1;0,06;0;0,8;2;0;0,89
5,2;4,7;0;"EUROSTAT_GDPEuroArea.t";"Spread6M3M.Diff.lag_12";0,06;-14697,34;"Level";"Difference";1;1;0,24;0;0,64;0;13;0,9
5,2;3,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.Diff.lag_12";0,83;-13981,68;"Level";"Difference";1;1;0,24;1;0,74;3;0;0,9
5,3;4,3;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.pct.lag_12";0,07;133,42;"Level";"Growth_rate";1;1;-0,82;0;0,96;0;18;0,9
5,3;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_PIBFR.pct.t";1,46;-1324,86;"Level";"Growth_rate";1;1;0,83;1;0,97;3;0;0,9
5,3;4,5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"PIB_Reel.pct.t";1,41;-1042,73;"Level";"Growth_rate";1;1;0,75;1;0,97;4;0;0,9
5,3;4,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_PIBFR.pct.lag_1";1,47;-1366,12;"Level";"Growth_rate";1;1;0,85;1;0,96;3;0;0,9
5,3;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"PIB_Reel.pct.lag_1";1,42;-1059,43;"Level";"Growth_rate";1;1;0,77;1;0,99;3;0;0,9
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.t";0,06;23572,62;"Level";"Level";1;1;-0,61;0;0,83;1;17;0,9
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.lag_3";0,06;-1,64;"Level";"Level";1;1;0,54;0;0,53;1;37;0,9
5,3;4,8;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.lag_3";0,07;-1,46;"Level";"Level";1;1;0,82;0;0,54;1;36;0,9
5,3;5,5;0;"EUROSTAT_GDPEuroArea.t";"SP_SP500.Diff.t";0,06;4,05;"Level";"Difference";1;1;0,07;0;0,39;0;56;0,89
5,3;4,3;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"SP_SP500.Diff.t";0,81;4,13;"Level";"Difference";1;1;0,07;0;0,65;1;4;0,89
5,3;4,3;0;"EUROSTAT_GDPEuroArea.lag_3";"INSEE_ConsommationFinaleMenagesFR.pct.lag_12";0,05;981,26;"Level";"Growth_rate";1;1;0,83;0;0,88;1;1;0,9
5,3;4,3;0;"EUROSTAT_GDPEuroArea.lag_12";"INSEE_ConsommationFinaleMenagesFR.pct.lag_12";0,06;1546,07;"Level";"Growth_rate";1;1;0,8;0;0,94;1;0;0,9
5,3;4;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"STOXX_EUROSTOXX50.pct.t";1,17;-55,05;"Level";"Growth_rate";1;1;-0,15;1;0,77;7;0;0,9
5,3;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.pct.t";1,2;-47,62;"Level";"Growth_rate";1;1;-0,17;1;0,86;5;0;0,9
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.pct.t";0,06;-33,84;"Level";"Growth_rate";1;1;-0,21;1;0,86;1;5;0,9
5,3;4;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EURONEXT_CAC40.pct.t";1,2;-62,76;"Level";"Growth_rate";1;1;-0,01;1;0,92;8;0;0,9
5,3;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EURONEXT_CAC40.pct.t";1,23;-54,04;"Level";"Growth_rate";1;1;-0,03;1;0,96;6;0;0,9
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.pct.t";0,06;-37,75;"Level";"Growth_rate";1;1;-0,07;1;0,92;1;3;0,9
5,3;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"STOXX_EUROSTOXX50.pct.lag_1";1,18;-55,47;"Level";"Growth_rate";1;1;-0,13;1;0,97;6;0;0,9
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.pct.lag_1";0,06;-29,85;"Level";"Growth_rate";1;1;-0,2;1;0,9;1;4;0,9
5,3;4,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EURONEXT_CAC40.pct.lag_1";1,2;-61,77;"Level";"Growth_rate";1;1;0;1;0,96;5;0;0,9
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.pct.lag_1";0,06;-31,07;"Level";"Growth_rate";1;1;-0,08;1;0,8;1;3;0,9
5,3;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUSA10_Curncy.pct.t";1,32;-10,29;"Level";"Growth_rate";1;1;0,51;1;0,95;4;0;0,9
5,3;3,8;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.pct.t";0,06;-3;"Level";"Growth_rate";1;1;0,46;0;0,95;1;2;0,9
5,3;3,3;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.pct.t";0,85;-2,92;"Level";"Growth_rate";1;1;0,46;1;0,99;5;0;0,9
5,3;4,3;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.pct.t";0,05;-116,78;"Level";"Growth_rate";1;1;-0,75;1;0,78;0;13;0,89
5,3;4;0;"INSEE_PIBFR.t";"Spread6M3M.pct.t";0,37;23,6;"Level";"Growth_rate";1;1;-0,14;1;0,94;6;0;0,89
5,3;4;0;"INSEE_PIBFR.lag_1";"Spread6M3M.pct.t";0,38;22,62;"Level";"Growth_rate";1;1;-0,13;1;0,98;6;0;0,89
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.pct.t";0,06;11,27;"Level";"Growth_rate";1;1;-0,05;1;0,85;1;7;0,9
5,3;5,2;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.pct.t";0,81;9,19;"Level";"Growth_rate";1;1;-0,03;1;0,8;2;0;0,89
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA10_Curncy.Diff.lag_1";0,06;-1224,15;"Level";"Difference";1;1;0,31;1;0,56;0;4;0,9
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"EUSA5_Curncy.Diff.lag_1";0,06;-2044,18;"Level";"Difference";1;1;0,38;1;0,8;0;9;0,9
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y3M.Diff.lag_1";0,06;-1853,98;"Level";"Difference";1;1;0,36;0;0,74;0;10;0,89
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y3M.Diff.lag_1";0,06;-1150,65;"Level";"Difference";1;1;0,29;1;0,45;0;5;0,89
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.Diff.lag_1";0,06;-2192,12;"Level";"Difference";1;1;0,36;1;0,75;0;8;0,9
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread10Y6M.Diff.lag_1";0,06;-1273,83;"Level";"Difference";1;1;0,29;1;0,47;0;4;0,89
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_3";"SP_SP500.Diff.lag_1";0,06;3,27;"Level";"Difference";1;1;0,06;0;0,65;0;29;0,9
5,3;3,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUSA10_Curncy.pct.lag_1";1,32;-13,18;"Level";"Growth_rate";1;1;0,54;1;0,76;5;0;0,9
5,3;4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUSA10_Curncy.pct.lag_1";1,34;-11,95;"Level";"Growth_rate";1;1;0,53;1;0,84;4;0;0,9
5,3;5,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y3M.pct.lag_1";1,33;-8,22;"Level";"Growth_rate";1;1;0,58;1;0,97;3;0;0,89
5,3;3,6;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.pct.lag_1";0,06;-3,94;"Level";"Growth_rate";1;1;0,49;0;0,85;1;22;0,9
5,3;3,6;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread5Y6M.pct.lag_1";0,06;-3,28;"Level";"Growth_rate";1;1;0,47;0;0,91;1;9;0,9
5,3;3,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread5Y6M.pct.lag_1";0,85;-2,9;"Level";"Growth_rate";1;1;0,46;1;0,84;4;0;0,9
5,3;6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"BBG_TauxOat10Y.pct.lag_1";1,3;-4,92;"Level";"Growth_rate";1;1;0,38;1;0,86;3;0;0,9
5,3;4;0;"EUROSTAT_GDPEuroArea.lag_3";"BBG_TauxOat10Y.pct.lag_1";0,06;-3,67;"Level";"Growth_rate";1;1;0,35;1;0,76;1;11;0,9
5,3;3,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"BBG_TauxOat10Y.pct.lag_1";0,84;-3,58;"Level";"Growth_rate";1;1;0,35;0;0,64;3;1;0,9
5,3;4,1;0;"INSEE_PIBFR.lag_1";"Spread6M3M.pct.lag_1";0,37;21,94;"Level";"Growth_rate";1;1;-0,11;1;0,98;3;0;0,89
5,3;4,9;0;"EUROSTAT_GDPEuroArea.lag_3";"Spread6M3M.pct.lag_1";0,06;9,8;"Level";"Growth_rate";1;1;-0,02;0;0,87;1;6;0,9
5,3;4,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"Spread6M3M.pct.lag_1";1,29;13,47;"Level";"Growth_rate";1;1;-0,05;1;0,98;2;0;0,89
5,3;7,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"INSEE_PIBFR.pct.lag_3";1,54;-1386,99;"Level";"Growth_rate";1;1;0,86;1;0,88;2;0;0,89
5,3;4,7;0;"EUROSTAT_GDPEuroArea.t";"EUSA10_Curncy.Diff.lag_3";0,06;-2120,15;"Level";"Difference";1;1;0,23;0;0,94;0;27;0,9
5,3;4,7;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA10_Curncy.Diff.lag_3";0,06;-2091,51;"Level";"Difference";1;1;0,23;0;0,91;1;4;0,89
5,3;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUSA5_Curncy.Diff.lag_3";1,28;-3009,51;"Level";"Difference";1;1;0,29;0;0,86;1;0;0,89
5,3;4,6;0;"EUROSTAT_GDPEuroArea.t";"Spread10Y3M.Diff.lag_3";0,06;-2248,47;"Level";"Difference";1;1;0,24;0;0,93;0;31;0,9
5,3;4,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread10Y3M.Diff.lag_3";1,25;-2734,88;"Level";"Difference";1;1;0,26;0;0,54;1;1;0,9
5,3;4,6;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y3M.Diff.lag_3";0,06;-2216,95;"Level";"Difference";1;1;0,23;0;0,88;1;5;0,89
5,3;4,7;0;"EUROSTAT_GDPEuroArea.t";"Spread5Y6M.Diff.lag_3";0,06;-3419,21;"Level";"Difference";1;1;0,3;0;0,93;0;35;0,9
5,3;4,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"Spread5Y6M.Diff.lag_3";1,26;-4034,13;"Level";"Difference";1;1;0,32;0;0,67;1;1;0,89
5,3;5,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread5Y6M.Diff.lag_3";1,28;-3370,9;"Level";"Difference";1;1;0,3;0;0,81;1;0;0,89
5,3;4,5;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y6M.Diff.lag_3";0,06;-2389,54;"Level";"Difference";1;1;0,24;0;0,88;1;4;0,9
5,3;6;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.Diff.lag_3";0,06;-1371,58;"Level";"Difference";1;1;-0,35;0;0,43;0;12;0,89
5,3;6,6;0;"INSEE_PIBFR.lag_12";"Chomage.Diff.lag_3";0,48;-3150,08;"Level";"Difference";1;1;-0,29;0;0,49;2;0;0,89
5,3;4,1;0;"EUROSTAT_GDPEuroArea.lag_12";"BBG_TauxOat10Y.Diff.lag_3";0,07;-1596,46;"Level";"Difference";1;1;0,22;0;0,75;0;15;0,9
5,3;4,1;0;"EUROSTAT_GDPEuroArea.lag_12";"SpreadOAT10Y6M.Diff.lag_3";0,07;-1683,65;"Level";"Difference";1;1;0,22;0;0,67;0;18;0,9
5,3;4,3;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread6M3M.Diff.lag_3";0,06;33013,94;"Level";"Difference";1;1;-0,09;1;0,68;5;4;0,89
5,3;4,2;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.Diff.lag_3";0,81;21950,12;"Level";"Difference";1;1;-0,05;1;0,82;2;0;0,89
5,3;4,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"STOXX_EUROSTOXX50.pct.lag_3";1,26;-42,38;"Level";"Growth_rate";1;1;-0,15;1;0,77;3;0;0,89
5,3;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EURONEXT_CAC40.pct.lag_3";1,2;-57,37;"Level";"Growth_rate";1;1;-0,02;1;0,81;5;1;0,9
5,3;4,3;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_3";"EURONEXT_CAC40.pct.lag_3";1,28;-43,61;"Level";"Growth_rate";1;1;-0,05;1;0,88;2;0;0,89
5,3;5,3;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"CPI_Excl_Tabac.pct.lag_3";0,85;-863,45;"Level";"Growth_rate";1;1;0,49;1;0,58;2;2;0,89
5,3;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"STOXX_EUROSTOXX50.lag_12";1,14;1,98;"Level";"Level";1;1;0,54;1;0,97;3;0;0,89
5,3;4,4;0;"EUROSTAT_GDPEuroArea.lag_3";"STOXX_EUROSTOXX50.lag_12";0,06;1,41;"Level";"Level";1;1;0,56;1;0,92;1;4;0,9
5,3;4,5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EURONEXT_CAC40.lag_12";1,08;1,62;"Level";"Level";1;1;0,73;1;0,93;4;0;0,89
5,3;4,4;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.lag_12";0,05;1,12;"Level";"Level";1;1;0,76;1;0,69;1;2;0,9
5,3;4,5;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.lag_12";0,72;1,39;"Level";"Level";1;1;0,74;1;0,81;4;0;0,9
5,3;5,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Chomage.lag_12";1,32;2293,56;"Level";"Level";1;1;-0,53;1;0,73;1;0;0,89
5,3;4,4;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"Spread6M3M.lag_12";1,16;-16687,62;"Level";"Level";1;1;-0,46;1;0,82;3;0;0,89
5,3;4,4;0;"EUROSTAT_GDPEuroArea.lag_12";"Spread6M3M.lag_12";0,07;-16769,57;"Level";"Level";1;1;-0,46;0;0,74;1;6;0,9
5,3;4,6;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Spread6M3M.lag_12";0,78;-11943,21;"Level";"Level";1;1;-0,49;1;0,65;2;0;0,89
5,3;5,5;0;"EUROSTAT_GDPEuroArea.lag_3";"EURONEXT_CAC40.Diff.lag_12";0,06;1,11;"Level";"Difference";1;1;-0,02;1;0,67;1;4;0,89
5,3;4,2;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"EURONEXT_CAC40.Diff.lag_12";0,81;1,36;"Level";"Difference";1;1;-0,03;1;0,66;3;0;0,89
5,3;4,1;0;"EUROSTAT_GDPEuroArea.lag_12";"EUR006M_Index.Diff.lag_12";0,07;6321,05;"Level";"Difference";1;1;0,1;0;0,95;1;6;0,9
5,3;4;0;"EUROSTAT_GDPEuroArea.lag_3";"Chomage.Diff.lag_12";0,06;3443,56;"Level";"Difference";1;1;-0,59;0;0,89;0;14;0,9
5,3;3,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_12";"Chomage.Diff.lag_12";0,87;3055,97;"Level";"Difference";1;1;-0,58;0;0,77;1;1;0,9
5,3;4,1;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.Diff.lag_12";0,06;-501,82;"Level";"Difference";1;1;0,61;0;0,63;1;33;0,9
