RMSE (en %);RMSE OOS (en %);Residuals Statio PValue;Predictor_1;Predictor_2;Coeff_1;Coeff_2;Transfo_1;Transfo_2;Priority_1;Priority_2;2-1;Is signif;Breusch-Pagan;Durbin Watson;Jarque Bera;R2;R2OOS
7,3;12,6;0,0;SP_SP500.t;BBG_TauxOat10Y.pct.lag_12;14,2;-2,96;Level;Growth_rate;1;1,0;0,4;1;0,85;0;6;0,8;0,3863027826177279
6,0;8,7;0,0;EUR006M_Index.lag_3;Chomage.lag_1;-11234,34;-4032,98;Level;Level;1;1,0;0,68;1;0,44;0;35;0,87;0,35601883238738485
5,4;5,4;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;RDB_Nominal.Diff.t;0,85;-303,01;Level;Difference;1;1,0;0,61;1;0,73;1;1;0,89;0,3455952330039129
6,2;7,4;0,0;PIB_Reel.lag_3;Spread10Y6M.Diff.lag_12;371,78;554,51;Level;Difference;1;1,0;0,11;0;0,99;0;1;0,86;0,3435991821484543
6,4;6,5;0,0;PIB_Reel.lag_1;Spread10Y3M.lag_12;336,85;-941,99;Level;Level;1;1,0;-0,6;1;0,3;0;42;0,84;0,33877985288779866
7,1;5,4;0,0;RDB_Nominal.lag_12;Spread10Y3M.lag_3;602,63;-1305,25;Level;Level;1;1,0;-0,18;0;0,78;0;51;0,84;0,320447036370049
7,3;4,8;0,0;RDB_Nominal.lag_12;BBG_TauxOat10Y.pct.t;624,59;-1,54;Level;Growth_rate;1;1,0;0,33;1;0,76;0;53;0,83;0,3117741240916856
5,5;4,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread10Y6M.lag_1;1,28;-1019,19;Level;Level;1;1,0;-0,05;1;0,98;1;0;0,89;0,3117424550945994
6,9;5,7;0,0;RDB_Nominal.lag_12;BBG_TauxOat10Y.lag_3;556,01;-1009,87;Level;Level;1;1,0;-0,59;0;0,87;0;57;0,84;0,30721023561920535
5,6;5,2;0,0;EUROSTAT_GDPEuroArea.t;Chomage.t;0,06;-298,83;Level;Level;1;1,0;-0,86;0;0,16;0;36;0,89;0,3001311429590211
6,7;6,8;0,0;EUR006M_Index.lag_12;STOXX_EUROSTOXX50.Diff.lag_12;-17106,41;2,64;Level;Difference;1;1,0;0,15;1;0,9;0;28;0,84;0,2965933065877694
5,4;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;INSEE_ConfianceMenagesFR.pct.lag_12;0,78;63,64;Level;Growth_rate;1;1,0;0,44;1;0,67;2;2;0,89;0,28501250032687264
5,4;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;CPI_Excl_Tabac.pct.lag_12;1,21;-714,96;Level;Growth_rate;1;1,0;-0,18;1;0,5;1;1;0,89;0,2700749117751964
6,8;10,5;0,0;EUR003M_Index.lag_12;Spread10Y3M.t;-17661,62;-2424,57;Level;Level;1;1,0;-0,1;1;0,15;0;47;0,82;0,2696137185898181
6,4;5,7;0,0;PIB_Reel.lag_1;SP_SP500.pct.lag_12;341,55;-48,11;Level;Growth_rate;1;1,0;-0,38;1;0,63;0;45;0,85;0,26955591807876755
5,6;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;INSEE_ConfianceMenagesFR.lag_1;1,15;49,92;Level;Level;1;1,0;0,9;0;0,32;0;1;0,88;0,2621180486991507
5,6;5,8;0,0;EUROSTAT_GDPEuroArea.t;EUSA5_Curncy.lag_3;0,06;-56,7;Level;Level;1;1,0;-0,67;0;0,69;0;44;0,89;0,25925789406603017
5,6;5,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EURONEXT_CAC40.t;1,37;-0,76;Level;Level;1;1,0;0,8;1;0,83;1;0;0,88;0,25515642887389656
5,6;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread5Y3M.Diff.t;1,2;2629,29;Level;Difference;1;1,0;0,34;0;0,1;0;15;0,89;0,25508136985051255
5,6;5,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EUR006M_Index.Diff.t;1,3;-4292,18;Level;Difference;1;1,0;0,26;1;0,96;1;0;0,88;0,25182522703196963
5,5;4,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SpreadOat10Y3M.t;1,21;-619,36;Level;Level;1;1,0;-0,27;1;0,95;1;0;0,89;0,24674930337044787
5,5;4,7;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread6M3M.t;1,33;25192,68;Level;Level;1;1,0;-0,62;1;0,9;1;0;0,89;0,24276202859444196
5,5;4,4;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread10Y6M.Diff.t;0,8;862,14;Level;Difference;1;1,0;0,28;1;0,26;1;7;0,89;0,23955417557476755
5,5;4,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_12;0,83;-67,66;Level;Growth_rate;1;1,0;0,74;0;0,86;1;1;0,89;0,23796494728140927
5,6;4,5;0,0;INSEE_PIBFR.lag_12;STOXX_EUROSTOXX50.Diff.lag_1;0,5;1,52;Level;Difference;1;1,0;-0,14;1;0,75;1;6;0,88;0,23722693404188966
5,6;4,8;0,0;EUROSTAT_GDPEuroArea.lag_1;PIB_Reel.pct.t;0,06;-611,59;Level;Growth_rate;1;1,0;0,72;1;0,94;2;4;0,89;0,23647076896820796
5,6;4,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;SpreadOAT10Y6M.t;1,18;-750,52;Level;Level;1;1,0;-0,24;1;0,94;1;0;0,88;0,23590851821111192
5,6;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;;1,23;;Level;;1;;0,0;1;0,77;0;0;0,88;0,23421241836583206
5,6;4,5;0,0;INSEE_PIBFR.lag_12;Chomage.pct.lag_12;0,57;147,08;Level;Growth_rate;1;1,0;-0,83;0;0,79;1;3;0,89;0,2341132529966914
5,6;4,8;0,0;EUROSTAT_GDPEuroArea.t;SP_SP500.lag_12;0,05;2,12;Level;Level;1;1,0;0,91;0;0,8;0;40;0,89;0,232025655894604
5,6;5,4;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread5Y6M.lag_1;0,07;-1354,25;Level;Level;1;1,0;0,09;0;0,98;0;27;0,89;0,23135079452641472
5,6;5,9;0,0;EUROSTAT_GDPEuroArea.lag_1;CPI_Excl_Tabac.lag_1;0,06;-200,23;Level;Level;1;1,0;0,84;1;0,55;1;13;0,88;0,2309240729042744
5,6;4,8;0,0;EUROSTAT_GDPEuroArea.t;;0,06;;Level;;1;;0,0;1;0,51;0;43;0,89;0,23084475113855507
5,6;4,7;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_PIBFR.Diff.t;0,06;-0,18;Level;Difference;1;1,0;0,48;0;0,68;1;4;0,88;0,23075757023523913
5,6;5,0;0,0;EUROSTAT_GDPEuroArea.t;SpreadOat10Y3M.lag_1;0,06;-144,5;Level;Level;1;1,0;-0,37;1;0,75;0;45;0,89;0,230749880680296
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EUSA5_Curncy.Diff.t;1,25;1997,05;Level;Difference;1;1,0;0,38;0;0,18;0;4;0,89;0,2306829269623598
5,4;5,0;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;CPI_Excl_Tabac.pct.t;0,84;-452,73;Level;Growth_rate;1;1,0;0,66;0;0,63;1;1;0,89;0,2306544939215508
5,6;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y3M.Diff.t;1,25;2900,54;Level;Difference;1;1,0;0,33;0;0,07;0;11;0,89;0,2306098252371327
5,6;4,9;0,0;EUROSTAT_GDPEuroArea.t;EUR003M_Index.Diff.t;0,06;-2300,63;Level;Difference;1;1,0;0,21;0;0,86;0;45;0,89;0,2305411550789923
5,6;6,1;0,0;EUROSTAT_GDPEuroArea.t;CPI_Excl_Tabac.lag_1;0,06;-210,25;Level;Level;1;1,0;0,84;1;0,52;0;54;0,89;0,2304410799548129
5,3;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;EUSA5_Curncy.Diff.lag_1;0,06;-2044,18;Level;Difference;1;1,0;0,38;1;0,8;0;9;0,9;0,2301751802973182
5,6;5,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;EUSA10_Curncy.Diff.t;1,27;934,71;Level;Difference;1;1,0;0,29;0;0,18;0;2;0,88;0,23016432505173112
5,5;4,5;0,0;INSEE_PIBFR.lag_1;EURONEXT_CAC40.pct.t;0,37;-66,94;Level;Growth_rate;1;1,0;0,0;1;0,99;3;0;0,89;0,23013045504853047
5,5;4,4;0,0;EUROSTAT_GDPEuroArea.lag_12;SP_SP500.lag_12;0,06;3,59;Level;Level;1;1,0;0,89;0;0,98;1;13;0,9;0,23008779863842277
5,3;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;EURONEXT_CAC40.pct.t;0,06;-37,75;Level;Growth_rate;1;1,0;-0,07;1;0,92;1;3;0,9;0,23007914544045627
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;SpreadOat10Y3M.Diff.t;1,27;1064,58;Level;Difference;1;1,0;0,19;0;0,27;0;3;0,89;0,23002224064400012
5,6;4,2;0,0;INSEE_PIBFR.lag_12;INSEE_InvestEntreprisesNonFinancieresFR.pct.t;0,44;333,91;Level;Growth_rate;1;1,0;0,74;0;0,97;1;1;0,89;0,23001299109617546
5,6;4,7;0,0;INSEE_PIBFR.lag_3;INSEE_ConsommationFinaleMenagesFR.pct.lag_12;0,31;1799,63;Level;Growth_rate;1;1,0;0,8;1;0,96;1;0;0,89;0,2299793508236505
5,6;4,8;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread10Y6M.pct.t;0,06;-5,21;Level;Growth_rate;1;1,0;0,49;0;0,37;1;2;0,88;0,22991657427300605
5,6;4,6;0,0;EUROSTAT_GDPEuroArea.lag_1;EUROSTAT_GDPEuroArea.pct.t;0,06;-625,06;Level;Growth_rate;1;1,0;0,87;1;0,63;1;3;0,88;0,22991034916887676
5,6;5,9;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y3M.pct.t;1,32;-2,72;Level;Growth_rate;1;1,0;0,51;1;0,53;1;0;0,88;0,22990147390451687
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;INSEE_ProductionIndustrielle_France.lag_1;0,06;0,34;Level;Level;1;1,0;0,83;0;0,82;0;15;0,89;0,22989992191637199
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;EUSA5_Curncy.Diff.lag_3;1,81;-4896,87;Level;Difference;1;1,0;0,36;0;0,61;1;0;0,88;0,22985966312921158
5,5;6,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread5Y6M.pct.t;1,33;-2,2;Level;Growth_rate;1;1,0;0,44;1;0,9;1;0;0,89;0,22980662250781791
5,6;5,0;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Chomage.t;1,33;848,51;Level;Level;1;1,0;-0,89;0;0,41;0;1;0,88;0,22978730891813248
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_3;Chomage.t;0,06;-92,21;Level;Level;1;1,0;-0,86;0;0,21;0;14;0,89;0,2296747930071461
5,6;5,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;CPI_Excl_Tabac.Diff.t;1,27;268,44;Level;Difference;1;1,0;0,36;1;0,94;0;0;0,88;0,2296140170127915
5,6;6,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;INSEE_PIBFR.Diff.t;1,26;-0,15;Level;Difference;1;1,0;0,47;0;0,82;0;0;0,88;0,22925946613929848
5,3;4,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EURONEXT_CAC40.lag_12;1,08;1,62;Level;Level;1;1,0;0,73;1;0,93;4;0;0,89;0,2288589036539641
5,6;5,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;STOXX_EUROSTOXX50.Diff.t;1,24;0,4;Level;Difference;1;1,0;-0,13;0;0,95;0;0;0,88;0,22874455705756291
5,4;4,1;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;STOXX_EUROSTOXX50.Diff.lag_1;0,82;1,1;Level;Difference;1;1,0;-0,12;1;0,74;1;3;0,89;0,22823875162918073
5,5;4,8;0,0;EUROSTAT_GDPEuroArea.t;INSEE_ConsommationFinaleMenagesFR.pct.t;0,06;-836,6;Level;Growth_rate;1;1,0;0,55;0;0,32;0;16;0,89;0,2268566916620699
9,9;15,8;0,06;EUROSTAT_GDPEuroArea.pct.lag_12;INSEE_ConsommationFinaleMenagesFR.pct.lag_3;2649,4;1804,5;Growth_rate;Growth_rate;1;1,0;0,76;0;0,05;0;73;0,65;0,22660271469860382
5,3;4,7;0,0;EUROSTAT_GDPEuroArea.lag_3;Spread5Y6M.Diff.lag_1;0,06;-2192,12;Level;Difference;1;1,0;0,36;1;0,75;0;8;0,9;0,22602642375476478
5,5;4,6;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread10Y6M.pct.lag_12;0,81;0,67;Level;Growth_rate;1;1,0;-0,12;1;0,41;1;1;0,89;0,22573558440493346
5,4;4,1;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;SpreadOat10Y3M.Diff.lag_1;0,82;-500,79;Level;Difference;1;1,0;0,21;0;0,49;1;0;0,89;0,22505286468592967
5,6;5,5;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Chomage.Diff.lag_1;1,22;-893,75;Level;Difference;1;1,0;-0,31;0;0,94;0;0;0,88;0,22485886695744994
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Chomage.Diff.lag_1;1,26;-2209,75;Level;Difference;1;1,0;-0,26;0;1,0;1;0;0,89;0,22484791033287532
5,6;5,0;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;INSEE_ProductionIndustrielle_France.pct.t;1,25;-170,53;Level;Growth_rate;1;1,0;0,45;1;0,91;1;0;0,88;0,22484550892610078
5,6;5,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;BBG_TauxOat10Y.Diff.lag_1;1,29;-86,69;Level;Difference;1;1,0;0,19;0;0,43;0;0;0,88;0,22483284566923611
5,3;4,3;0,0;EUROSTAT_GDPEuroArea.lag_3;Chomage.pct.t;0,05;-116,78;Level;Growth_rate;1;1,0;-0,75;1;0,78;0;13;0,89;0,22447688234708285
5,3;4,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Spread6M3M.pct.lag_1;1,29;13,47;Level;Growth_rate;1;1,0;-0,05;1;0,98;2;0;0,89;0,22416605794473843
5,5;4,8;0,0;EUROSTAT_GDPEuroArea.lag_3;INSEE_ProductionIndustrielle_France.Diff.lag_1;0,06;0,04;Level;Difference;1;1,0;0,09;1;0,87;0;15;0,89;0,22403699094756924
5,6;5,6;0,0;INSEE_PIBFR.lag_3;EUR003M_Index.lag_3;0,29;-4948,86;Level;Level;1;1,0;-0,87;0;0,59;1;6;0,88;0,22401768789629195
5,6;5,0;0,0;EUROSTAT_GDPEuroArea.t;Spread10Y6M.t;0,06;-29,0;Level;Level;1;1,0;-0,05;1;0,79;0;43;0,89;0,22391479839846906
5,6;5,3;0,0;RDB_Nominal.lag_3;Spread5Y6M.Diff.lag_1;500,25;-2431,29;Level;Difference;1;1,0;0,37;0;0,85;0;2;0,88;0,22380837794952468
5,5;4,8;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y3M.Diff.lag_1;0,06;-2107,32;Level;Difference;1;1,0;0,37;0;0,67;1;5;0,88;0,22378216698904585
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SpreadOat10Y3M.Diff.lag_1;1,23;-39,61;Level;Difference;1;1,0;0,18;0;0,28;0;0;0,88;0,22369710321265424
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SpreadOAT10Y6M.Diff.lag_1;1,23;-86,48;Level;Difference;1;1,0;0,18;0;0,28;0;0;0,88;0,22365438416011008
5,5;4,2;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;CPI_Excl_Tabac.Diff.lag_1;0,81;-8,45;Level;Difference;1;1,0;0,3;1;0,13;1;1;0,89;0,22347983171402275
5,6;5,9;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_PIBFR.pct.lag_1;0,06;-455,7;Level;Growth_rate;1;1,0;0,81;1;0,82;1;10;0,88;0,22251592428259337
5,6;5,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EURONEXT_CAC40.Diff.t;1,23;0,17;Level;Difference;1;1,0;0,01;0;0,91;0;0;0,88;0,22148613864867017
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;SP_SP500.lag_12;0,05;1,61;Level;Level;1;1,0;0,92;0;0,73;0;15;0,89;0,21644942246007093
5,6;6,6;0,0;EUROSTAT_GDPEuroArea.t;EUR003M_Index.lag_3;0,06;33,35;Level;Level;1;1,0;-0,93;1;0,62;0;43;0,89;0,21575807193619323
5,6;4,9;0,0;EUROSTAT_GDPEuroArea.t;SpreadOAT10Y6M.t;0,06;-114,42;Level;Level;1;1,0;-0,3;1;0,8;0;42;0,89;0,21504414634068447
5,6;5,3;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread5Y3M.lag_1;0,07;-1326,19;Level;Level;1;1,0;0,03;0;0,99;0;26;0,89;0,21227716888373416
5,6;4,5;0,0;EUROSTAT_GDPEuroArea.t;EUROSTAT_GDPEuroArea.pct.t;0,06;-818,36;Level;Growth_rate;1;1,0;0,87;1;0,86;0;25;0,89;0,21088267176668207
5,6;6,1;0,0;EUROSTAT_GDPEuroArea.t;INSEE_PIBFR.pct.lag_1;0,06;-473,3;Level;Growth_rate;1;1,0;0,81;1;0,78;0;53;0,89;0,21003040229134062
5,6;4,7;0,0;EUROSTAT_GDPEuroArea.lag_1;INSEE_ConfianceMenagesFR.lag_1;0,06;-74,53;Level;Level;1;1,0;0,93;0;0,33;1;2;0,88;0,20938180492580383
5,3;3,3;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;Spread5Y6M.pct.t;0,85;-2,92;Level;Growth_rate;1;1,0;0,46;1;0,99;5;0;0,9;0,2066147787641328
5,5;3,9;0,0;EUROSTAT_GDPEuroArea.pct.lag_12;Chomage.lag_1;2143,01;-5903,6;Growth_rate;Level;1;1,0;-0,46;1;0,21;1;8;0,89;0,20648507689204687
5,8;4,8;0,0;INSEE_PIBFR.lag_12;EUR006M_Index.pct.t;0,5;0,0;Level;Growth_rate;1;1,0;0,08;1;0,89;1;2;0,88;0,20244725393473995
5,6;4,4;0,0;INSEE_PIBFR.lag_12;INSEE_PIBFR.pct.lag_1;0,46;664,71;Level;Growth_rate;1;1,0;0,74;1;0,9;1;1;0,88;0,20177707919288923
5,7;3,9;0,0;EUROSTAT_GDPEuroArea.lag_12;EUSA10_Curncy.pct.lag_1;0,07;-5,13;Level;Growth_rate;1;1,0;0,47;0;0,91;0;22;0,89;0,2006525283379056
5,6;4,8;0,0;INSEE_PIBFR.lag_1;INSEE_PIBFR.pct.lag_1;0,46;-1825,79;Level;Growth_rate;1;1,0;0,87;1;0,95;1;2;0,89;0,19956095015458453
8,1;7,9;0,0;SP_SP500.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_3;9,89;684,05;Level;Growth_rate;1;1,0;0,81;1;0,88;0;24;0,77;0,19663981461368352
5,5;4,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;STOXX_EUROSTOXX50.lag_3;0,83;-0,79;Level;Level;1;1,0;0,51;0;0,47;1;4;0,89;0,19501024922689536
5,5;5,2;0,0;INSEE_ConsommationFinaleMenagesFR.lag_12;SpreadOAT10Y6M.pct.lag_12;0,81;-0,03;Level;Growth_rate;1;1,0;0,21;0;0,47;1;1;0,89;0,19388315874955486
5,6;6,5;0,0;RDB_Nominal.lag_3;INSEE_ConfianceMenagesFR.lag_3;421,97;85,46;Level;Level;1;1,0;0,91;1;0,18;0;11;0,88;0,19360309144119703
5,5;4,4;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SP_SP500.pct.lag_12;1,2;-37,45;Level;Growth_rate;1;1,0;-0,39;0;0,85;1;1;0,89;0,19335298347302976
5,6;6,2;0,0;INSEE_PIBFR.lag_3;CPI_Excl_Tabac.lag_3;0,46;-1385,54;Level;Level;1;1,0;0,85;0;0,88;0;1;0,88;0,19319647777469895
5,6;4,8;0,0;RDB_Nominal.lag_1;CPI_Excl_Tabac.lag_3;552,17;-1343,22;Level;Level;1;1,0;0,85;1;0,98;2;5;0,89;0,19231344260042216
5,5;4,7;0,0;EUROSTAT_GDPEuroArea.lag_3;INSEE_ProductionIndustrielle_France.t;0,06;-27,28;Level;Level;1;1,0;0,84;0;0,34;0;13;0,89;0,19211955822434368
5,6;5,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_3;Chomage.lag_3;1,44;1474,42;Level;Level;1;1,0;-0,87;1;0,52;1;0;0,89;0,19208940444324873
5,5;4,4;0,0;EUROSTAT_GDPEuroArea.t;Spread6M3M.pct.lag_12;0,06;-12,18;Level;Growth_rate;1;1,0;0,56;1;0,97;1;22;0,89;0,19168778573725231
5,6;4,6;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;Spread6M3M.lag_3;1,28;18645,62;Level;Level;1;1,0;-0,64;1;0,92;0;0;0,88;0,19134013767111968
5,7;6,3;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;INSEE_ConfianceMenagesFR.lag_3;1,1;52,31;Level;Level;1;1,0;0,92;0;0,2;0;2;0,88;0,19108122803867778
5,8;6,7;0,0;INSEE_ConsommationFinaleMenagesFR.t;INSEE_ConfianceMenagesFR.pct.t;0,69;-100,06;Level;Growth_rate;1;1,0;-0,14;1;0,52;0;4;0,87;0,19049284033678282
5,6;5,2;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;RDB_Nominal.pct.lag_3;1,19;175,2;Level;Growth_rate;1;1,0;0,83;0;0,91;0;0;0,88;0,1895687245075618
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;CPI_Excl_Tabac.Diff.lag_1;0,06;2,9;Level;Difference;1;1,0;0,3;1;0,07;0;15;0,89;0,18896765943314253
5,7;6,9;0,0;PIB_Reel.lag_3;EUR003M_Index.lag_3;269,69;-5507,33;Level;Level;1;1,0;-0,87;1;0,55;1;4;0,88;0,18570658020184339
5,6;4,7;0,0;RDB_Nominal.lag_3;EURONEXT_CAC40.pct.lag_1;482,56;-38,87;Level;Growth_rate;1;1,0;-0,06;1;0,7;1;0;0,88;0,1845472062083673
5,9;6,5;0,0;INSEE_ConsommationFinaleMenagesFR.lag_1;Spread5Y3M.pct.t;0,74;-5,69;Level;Growth_rate;1;1,0;0,55;0;0,62;0;6;0,87;0,18257200139283458
5,7;8,6;0,0;INSEE_PIBFR.t;EUR003M_Index.lag_1;0,27;-5012,03;Level;Level;1;1,0;-0,86;1;0,56;0;25;0,88;0,1793673368454206
5,5;4,5;0,0;EUROSTAT_GDPEuroArea.lag_3;BBG_TauxOat10Y.t;0,06;-101,97;Level;Level;1;1,0;-0,59;0;0,88;0;14;0,89;0,1771732030440133
5,8;5,0;0,0;INSEE_PIBFR.lag_12;STOXX_EUROSTOXX50.lag_1;0,5;-0,13;Level;Level;1;1,0;0,47;1;0,79;0;2;0,88;0,1734945073332269
5,7;4,1;0,0;EUROSTAT_GDPEuroArea.lag_12;SP_SP500.Diff.lag_12;0,07;4,47;Level;Difference;1;1,0;-0,05;0;0,84;0;20;0,89;0,17080454806228396
5,9;4,5;0,0;PIB_Reel.lag_12;INSEE_ProductionIndustrielle_France.lag_1;419,58;325,11;Level;Level;1;1,0;0,78;0;0,98;5;1;0,87;0,1705259921865161
5,7;4,7;0,0;INSEE_PIBFR.lag_12;EUSA10_Curncy.t;0,51;361,92;Level;Level;1;1,0;-0,55;0;0,88;0;2;0,88;0,17000286064526926
5,8;7,7;0,0;INSEE_PIBFR.t;EUR006M_Index.t;0,28;-4420,56;Level;Level;1;1,0;-0,88;1;0,54;0;24;0,88;0,16986160525089067
5,7;4,7;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;STOXX_EUROSTOXX50.lag_1;1,27;-1,8;Level;Level;1;1,0;0,53;1;0,98;1;0;0,88;0,16904538889684562
5,7;4,8;0,0;EUROSTAT_GDPEuroArea.lag_1;SpreadOat10Y3M.Diff.t;0,06;28,7;Level;Difference;1;1,0;0,26;0;0,42;1;10;0,88;0,16846537343497292
5,8;4,3;0,0;EUROSTAT_GDPEuroArea.lag_12;EURONEXT_CAC40.t;0,08;-0,5;Level;Level;1;1,0;0,79;0;0,28;0;25;0,89;0,1679649527383672
5,6;5,7;0,0;EUROSTAT_GDPEuroArea.t;PIB_Reel.pct.lag_3;0,06;-170,57;Level;Growth_rate;1;1,0;0,74;1;0,67;0;52;0,89;0,16416528981648948
5,7;4,6;0,0;RDB_Nominal.lag_3;EURONEXT_CAC40.t;542,39;-1,41;Level;Level;1;1,0;0,82;1;0,65;1;5;0,88;0,16330168595489525
5,7;5,1;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread10Y6M.lag_1;0,06;-237,6;Level;Level;1;1,0;-0,11;1;0,82;1;10;0,88;0,16312485638951557
5,7;5,0;0,0;EUROSTAT_GDPEuroArea.lag_1;Spread5Y6M.t;0,06;-57,83;Level;Level;1;1,0;0,14;1;0,8;1;9;0,88;0,16264936538320096
5,7;4,7;0,0;EUROSTAT_GDPEuroArea.lag_12;Spread10Y3M.lag_1;0,07;-654,68;Level;Level;1;1,0;-0,11;0;0,98;0;21;0,89;0,16210802082299036
5,8;4,7;0,0;INSEE_PIBFR.lag_12;Spread5Y6M.pct.lag_1;0,5;-0,36;Level;Growth_rate;1;1,0;0,39;0;0,84;0;2;0,88;0,16206131665578916
5,7;4,6;0,0;RDB_Nominal.lag_3;STOXX_EUROSTOXX50.t;509,69;-1,88;Level;Level;1;1,0;0,49;1;0,64;1;4;0,88;0,16204690743734607
5,6;5,8;0,0;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;Spread10Y6M.pct.lag_12;1,24;2,15;Level;Growth_rate;1;1,0;-0,13;0;0,78;0;0;0,88;0,16178195236365833
5,7;4,9;0,0;EUROSTAT_GDPEuroArea.lag_1;SpreadOat10Y3M.t;0,06;-88,54;Level;Level;1;1,0;-0,32;1;0,8;1;9;0,88;0,1615554993368502
5,7;4,4;0,0;EUROSTAT_GDPEuroArea.lag_12;SpreadOat10Y3M.t;0,07;-492,83;Level;Level;1;1,0;-0,28;0;0,75;0;14;0,89;0,16149512438211078
5,7;4,8;0,0;RDB_Nominal.lag_3;EURONEXT_CAC40.lag_3;527,81;-1,08;Level;Level;1;1,0;0,81;0;0,8;0;6;0,88;0,16101934474543778
5,7;5,1;0,0;INSEE_InvestEntreprisesNonFinancieresFR.t;BBG_TauxOat10Y.Diff.lag_1;1,21;-251,67;Level;Difference;1;1,0;0,2;0;0,35;0;0;0,88;0,16024317336826488
5,7;4,7;0,0;INSEE_PIBFR.lag_12;EUR003M_Index.Diff.t;0,5;2191,74;Level;Difference;1;1,0;0,16;0;0,9;0;1;0,88;0,15927740855075923
5,5;4,6;0,0;EUROSTAT_GDPEuroArea.lag_3;EUROSTAT_GDPEuroArea.Diff.lag_1;0,06;-0,02;Level;Difference;1;1,0;0,46;1;0,83;0;13;0,89;0,1586947179109356
