RMSE (en %);RMSE OOS (en %);Residuals Statio PValue;Predictor_1;Predictor_2;Coeff_1;Coeff_2;Transfo_1;Transfo_2;Priority_1;Priority_2;2-1;Is signif;Breusch-Pagan;Durbin Watson;Jarque Bera;R2;R2OOS
12,0;8,2;0,03;RDB_Nominal.pct.t;Spread10Y6M.lag_3;2633,84;-4124,42;Growth_rate;Level;1;1,0;0,12;1;0,25;0;30;0,63;0,6298711675272628
13,7;6,5;0,04;EURONEXT_CAC40.lag_1;STOXX_EUROSTOXX50.Diff.lag_12;5,46;-2,18;Level;Difference;1;1,0;0,06;1;0,76;0;29;0,53;0,6098112633842585
13,7;6,8;0,06;EURONEXT_CAC40.lag_1;Spread10Y3M.lag_12;5,18;-727,83;Level;Level;1;1,0;-0,59;0;0,0;0;35;0,53;0,6031676498915464
9,6;7,5;0,0;EUROSTAT_GDPEuroArea.t;INSEE_PIBFR.Diff.t;0,05;-0,05;Level;Difference;1;1,0;0,16;1;0,0;0;0;0,76;0,5931979333783625
9,8;5,7;0,0;EUROSTAT_GDPEuroArea.t;SP_SP500.Diff.lag_1;0,05;2,88;Level;Difference;1;1,0;-0,16;1;0,0;0;0;0,75;0,5877000644283075
13,0;39,6;0,01;INSEE_ConsommationFinaleMenagesFR.t;EUR006M_Index.lag_3;0,37;-4239,47;Level;Level;1;1,0;-0,25;1;0,0;0;0;0,54;0,5842429365309754
12,9;25,2;0,01;EURONEXT_CAC40.t;CPI_Excl_Tabac.lag_3;2,75;818,58;Level;Level;1;1,0;0,78;0;0,25;0;15;0,59;0,5733901091126123
18,9;14,6;0,09;STOXX_EUROSTOXX50.t;Spread10Y6M.Diff.lag_1;8,42;-1472,53;Level;Difference;1;1,0;0,23;0;0,02;0;27;0,22;0,5727293463916457
18,9;14,8;0,13;STOXX_EUROSTOXX50.t;;8,13;;Level;;1;;0,0;1;0,01;0;26;0,22;0,5723868029934954
14,7;35,3;0,0;PIB_Reel.lag_1;Spread6M3M.pct.lag_1;179,34;0,92;Level;Growth_rate;1;1,0;0,33;0;0,0;0;0;0,51;0,5629071418758547
14,1;28,8;0,01;CPI_Excl_Tabac.lag_3;STOXX_EUROSTOXX50.Diff.lag_1;1367,26;1,47;Level;Difference;1;1,0;-0,15;0;0,88;0;26;0,54;0,5569894955675856
11,7;6,5;0,0;Chomage.lag_1;EURONEXT_CAC40.pct.lag_12;-4541,31;-19,81;Level;Growth_rate;1;1,0;0,01;0;0,47;0;61;0,67;0,5507829135177004
13,4;9,9;0,08;STOXX_EUROSTOXX50.lag_1;EUSA10_Curncy.lag_12;2,79;-5130,38;Level;Level;1;1,0;-0,57;0;0,54;0;1;0,47;0,5419010435670835
13,7;7,1;0,04;EURONEXT_CAC40.lag_1;Spread5Y6M.pct.lag_3;5,85;-2,61;Level;Growth_rate;1;1,0;0,46;1;0,0;0;73;0,54;0,538149649823602
8,3;7,4;0,0;EUROSTAT_GDPEuroArea.lag_1;EUSA10_Curncy.lag_12;0,04;-2439,02;Level;Level;1;1,0;-0,57;1;0,0;0;0;0,8;0,5331846130127922
12,8;23,9;0,01;CPI_Excl_Tabac.lag_3;SpreadOAT10Y6M.t;1232,99;-2870,27;Level;Level;1;1,0;-0,27;0;0,66;0;16;0,58;0,5328205424195218
11,2;14,7;0,03;RDB_Nominal.t;;175,14;;Level;;1;;0,0;1;0,48;0;8;0,67;0,5287201749159527
14,1;29,6;0,01;CPI_Excl_Tabac.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_1;1342,2;11,89;Level;Growth_rate;1;1,0;0,3;0;0,9;0;27;0,53;0,5282816202758411
14,7;7,7;0,01;INSEE_ConsommationFinaleMenagesFR.lag_1;INSEE_ConfianceMenagesFR.Diff.lag_12;0,42;1,73;Level;Difference;1;1,0;-0,06;0;0,0;0;0;0,49;0,5203761664418127
14,1;29,3;0,01;CPI_Excl_Tabac.lag_3;Spread10Y6M.pct.lag_1;1349,13;0,04;Level;Growth_rate;1;1,0;0,11;0;0,4;0;26;0,53;0,5121441884237841
14,1;28,9;0,01;CPI_Excl_Tabac.lag_3;EUSA10_Curncy.Diff.t;1478,43;-2173,95;Level;Difference;1;1,0;0,54;0;0,7;0;21;0,54;0,5078528809937312
14,1;31,2;0,01;CPI_Excl_Tabac.lag_1;EUSA10_Curncy.Diff.t;1390,32;-2749,27;Level;Difference;1;1,0;0,57;0;0,7;0;33;0,54;0,5073202370600363
14,1;29,8;0,01;CPI_Excl_Tabac.lag_3;EUROSTAT_GDPEuroArea.pct.lag_3;1356,14;-31,62;Level;Growth_rate;1;1,0;0,17;1;0,56;0;27;0,53;0,5060986228280836
13,7;9,3;0,06;SP_SP500.lag_3;Spread10Y3M.lag_12;5,23;751,57;Level;Level;1;1,0;-0,68;0;0,0;0;11;0,53;0,5047472470443906
14,1;59,3;0,01;CPI_Excl_Tabac.lag_3;EUSA10_Curncy.pct.lag_1;1345,18;0,06;Level;Growth_rate;1;1,0;0,06;0;0,4;0;22;0,53;0,5041351110716723
13,4;18,9;0,0;INSEE_PIBFR.t;INSEE_ConfianceMenagesFR.t;0,19;121,83;Level;Level;1;1,0;0,2;1;0,0;0;0;0,57;0,49351759120805505
11,0;15,7;0,04;RDB_Nominal.lag_1;Spread10Y6M.t;176,65;-713,93;Level;Level;1;1,0;-0,22;0;0,25;0;6;0,67;0,49160097692611016
13,3;48,0;0,04;SP_SP500.lag_3;CPI_Excl_Tabac.t;2,6;635,9;Level;Level;1;1,0;0,89;0;0,31;0;8;0,56;0,49118794812169253
10,7;16,5;0,03;Chomage.lag_12;INSEE_ConfianceMenagesFR.lag_3;-4490,78;337,54;Level;Level;1;1,0;-0,02;1;0,0;0;50;0,67;0,48643805474079405
9,9;12,5;0,0;CPI_Excl_Tabac.lag_12;INSEE_ConfianceMenagesFR.t;2131,08;327,18;Level;Level;1;1,0;-0,11;1;0,59;0;1;0,72;0,48605786635724824
10,8;17,5;0,03;RDB_Nominal.lag_1;Spread5Y3M.lag_1;185,69;-1657,22;Level;Level;1;1,0;0,26;0;0,79;0;6;0,68;0,4797176972202998
13,5;35,3;0,06;SP_SP500.lag_1;Spread6M3M.lag_1;4,9;2780,37;Level;Level;1;1,0;0,14;1;0,26;0;10;0,53;0,47959629899663936
13,2;8,8;0,0;INSEE_PIBFR.t;RDB_Nominal.pct.t;0,12;1231,18;Level;Growth_rate;1;1,0;0,84;0;0,0;0;0;0,59;0,47897283099994536
11,8;7,2;0,0;Chomage.lag_1;EUSA10_Curncy.Diff.lag_1;-4592,95;-357,62;Level;Difference;1;1,0;-0,41;0;0,03;0;51;0,66;0,4775469399178053
10,7;20,1;0,03;RDB_Nominal.t;INSEE_InvestEntreprisesNonFinancieresFR.t;88,85;0,34;Level;Level;1;1,0;0,92;0;0,11;0;26;0,69;0,47512918139301963
14,7;58,6;0,0;PIB_Reel.t;EUR006M_Index.Diff.t;173,95;2372,17;Level;Difference;1;1,0;0,33;0;0,0;0;0;0,51;0,4751187959904366
13,5;5,9;0,0;INSEE_PIBFR.t;SP_SP500.pct.lag_3;0,2;-77,57;Level;Growth_rate;1;1,0;0,05;1;0,0;0;0;0,57;0,47192595549069216
9,1;17,8;0,0;SP_SP500.lag_12;EUROSTAT_GDPEuroArea.lag_3;2,13;0,03;Level;Level;1;1,0;0,75;1;0,0;0;0;0,77;0,4653574553114781
9,6;7,6;0,01;EUROSTAT_GDPEuroArea.t;INSEE_PIBFR.Diff.lag_3;0,05;-0,04;Level;Difference;1;1,0;0,23;0;0,01;0;0;0,75;0,46496644998237147
18,5;15,7;0,03;STOXX_EUROSTOXX50.t;EUROSTAT_GDPEuroArea.pct.t;9,38;-252,61;Level;Growth_rate;1;1,0;0,46;1;0,04;0;37;0,23;0,4628701096078983
14,1;29,3;0,01;CPI_Excl_Tabac.lag_3;EUROSTAT_GDPEuroArea.Diff.lag_3;1348,43;0,0;Level;Difference;1;1,0;0,02;1;0,8;0;28;0,53;0,4613672146217882
11,1;13,6;0,02;RDB_Nominal.lag_3;EUSA5_Curncy.Diff.lag_12;184,98;3060,81;Level;Difference;1;1,0;0,19;0;0,05;0;13;0,68;0,4578758186399048
11,1;13,1;0,02;RDB_Nominal.lag_3;Spread5Y3M.Diff.lag_12;187,62;1413,19;Level;Difference;1;1,0;0,13;0;0,06;0;10;0,67;0,4570211125493554
18,4;16,7;0,14;STOXX_EUROSTOXX50.lag_1;INSEE_ConsommationFinaleMenagesFR.pct.lag_3;9,07;-155,1;Level;Growth_rate;1;1,0;0,35;1;0,06;0;21;0,24;0,45691960880650606
11,4;7,6;0,0;Chomage.lag_1;INSEE_PIBFR.pct.t;-4572,53;182,38;Level;Growth_rate;1;1,0;0,04;0;0,85;0;19;0,68;0,45500809180533364
14,1;29,8;0,01;CPI_Excl_Tabac.lag_3;SpreadOat10Y3M.pct.lag_1;1376,98;-1,67;Level;Growth_rate;1;1,0;0,25;1;0,18;0;23;0,54;0,45449492457265206
11,7;8,9;0,0;Chomage.lag_1;EUR006M_Index.Diff.t;-4696,56;-1102,19;Level;Difference;1;1,0;-0,48;0;0,11;0;50;0,67;0,45382615633205237
11,7;47,3;0,01;SP_SP500.lag_12;EUR006M_Index.Diff.lag_1;6,55;-4555,71;Level;Difference;1;1,0;0,62;0;0,62;0;5;0,62;0,4530625387822014
14,7;51,2;0,0;PIB_Reel.t;EUR003M_Index.Diff.lag_1;174,61;3027,84;Level;Difference;1;1,0;0,28;0;0,0;0;0;0,51;0,45086126039903374
11,4;8,8;0,0;Chomage.lag_1;INSEE_ConsommationFinaleMenagesFR.pct.t;-4586,27;198,77;Level;Growth_rate;1;1,0;0,06;0;0,67;0;19;0,68;0,45030656607325514
9,9;7,5;0,0;INSEE_PIBFR.lag_1;INSEE_ConsommationFinaleMenagesFR.pct.lag_1;0,29;-817,59;Level;Growth_rate;1;1,0;0,58;1;0,0;0;0;0,75;0,4502862196694718
14,7;56,0;0,0;PIB_Reel.t;EUR006M_Index.Diff.lag_1;173,6;2815,76;Level;Difference;1;1,0;0,3;0;0,0;0;0;0,52;0,4500360755803754
12,0;8,9;0,02;RDB_Nominal.lag_12;SpreadOat10Y3M.pct.lag_1;219,14;-3,34;Level;Growth_rate;1;1,0;0,3;1;0,25;0;12;0,64;0,4481957944637871
11,6;21,1;0,03;SP_SP500.lag_12;EUSA10_Curncy.lag_12;4,29;-1995,05;Level;Level;1;1,0;-0,76;0;0,07;0;1;0,61;0,4479590874236301
11,5;9,0;0,0;SP_SP500.lag_3;PIB_Reel.lag_3;3,12;119,65;Level;Level;1;1,0;0,59;0;0,0;0;3;0,66;0,44755243958020907
9,3;7,0;0,0;EUROSTAT_GDPEuroArea.lag_1;SpreadOAT10Y6M.pct.lag_1;0,05;-0,52;Level;Growth_rate;1;1,0;0,17;1;0,0;0;0;0,77;0,4458876031321036
13,4;7,0;0,06;SP_SP500.lag_1;EUROSTAT_GDPEuroArea.pct.t;5,03;-96,2;Level;Growth_rate;1;1,0;0,21;0;0,63;0;8;0,53;0,4422639937415219
11,6;6,7;0,0;Chomage.lag_1;Spread6M3M.Diff.lag_12;-4478,88;28225,47;Level;Difference;1;1,0;-0,08;1;0,38;0;75;0,68;0,44218110430306634
11,7;6,8;0,0;Chomage.lag_1;PIB_Reel.Diff.t;-4568,47;15,41;Level;Difference;1;1,0;0,09;0;0,52;0;42;0,67;0,44102283111324636
11,5;6,1;0,0;Chomage.t;Spread5Y6M.pct.t;-4660,19;-1,3;Level;Growth_rate;1;1,0;-0,28;1;0,03;0;44;0,68;0,44063929401703317
9,7;16,0;0,01;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;SpreadOAT10Y6M.lag_12;0,58;-2229,24;Level;Level;1;1,0;-0,52;0;0,31;0;6;0,72;0,44047310096643255
13,5;12,6;0,04;RDB_Nominal.pct.lag_1;RDB_Nominal.Diff.lag_1;2794,26;-158,98;Growth_rate;Difference;1;1,0;0,66;0;0,08;0;24;0,55;0,43985741246677734
11,9;24,3;0,03;RDB_Nominal.lag_12;EUR006M_Index.Diff.lag_1;222,12;-1784,52;Level;Difference;1;1,0;0,51;0;0,47;0;9;0,63;0,4397509844613081
14,1;33,4;0,04;CPI_Excl_Tabac.t;EURONEXT_CAC40.Diff.lag_1;1197,58;1,07;Level;Difference;1;1,0;-0,08;0;0,64;0;24;0,53;0,4396471263808175
11,7;5,5;0,0;Chomage.lag_1;Spread6M3M.Diff.lag_3;-4679,73;-6055,68;Level;Difference;1;1,0;-0,39;0;0,32;0;53;0,67;0,4383946794307383
14,7;8,0;0,01;INSEE_ConsommationFinaleMenagesFR.lag_1;BBG_TauxOat10Y.pct.lag_12;0,42;0,41;Level;Growth_rate;1;1,0;0,03;0;0,0;0;0;0,49;0,4383789421756593
11,9;16,3;0,02;RDB_Nominal.lag_12;SP_SP500.pct.t;207,58;-40,0;Level;Growth_rate;1;1,0;-0,1;0;0,83;0;9;0,63;0,437716935486802
14,8;20,9;0,0;PIB_Reel.t;BBG_TauxOat10Y.pct.lag_1;183,02;0,25;Level;Growth_rate;1;1,0;0,06;1;0,0;0;0;0,51;0,436898815738898
14,6;10,7;0,01;INSEE_ConsommationFinaleMenagesFR.lag_1;Spread5Y3M.Diff.t;0,42;354,13;Level;Difference;1;1,0;0,08;0;0,0;0;0;0,49;0,4357109223917379
11,1;12,8;0,03;RDB_Nominal.lag_3;SpreadOAT10Y6M.Diff.lag_1;188,57;263,67;Level;Difference;1;1,0;0,04;0;0,52;0;6;0,67;0,43207483689578696
10,8;11,9;0,07;CPI_Excl_Tabac.lag_12;INSEE_ProductionIndustrielle_France.lag_1;2224,4;443,96;Level;Level;1;1,0;-0,2;1;0,0;0;43;0,72;0,4314530716614131
11,7;4,8;0,0;Chomage.lag_3;SpreadOAT10Y6M.t;-4156,56;-1876,82;Level;Level;1;1,0;0,36;0;0,28;0;72;0,64;0,43088616579144645
11,4;10,9;0,0;INSEE_PIBFR.lag_1;SpreadOAT10Y6M.lag_1;0,19;-4034,29;Level;Level;1;1,0;-0,12;1;0,0;0;0;0,68;0,4308772361310803
9,9;16,3;0,08;Chomage.t;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;-2383,33;0,38;Level;Level;1;1,0;-0,84;0;0,33;0;35;0,75;0,4304240111439398
9,4;9,5;0,0;SP_SP500.lag_12;INSEE_ConfianceMenagesFR.lag_3;5,4;319,62;Level;Level;1;1,0;0,05;1;0,08;0;5;0,73;0,4300641347111219
12,1;32,0;0,01;SP_SP500.lag_12;CPI_Excl_Tabac.pct.t;6,68;-717,2;Level;Growth_rate;1;1,0;0,8;0;0,75;0;3;0,6;0,4297751099981695
10,0;6,8;0,0;EUROSTAT_GDPEuroArea.t;SpreadOAT10Y6M.pct.lag_1;0,05;-0,02;Level;Growth_rate;1;1,0;0,01;1;0,0;0;0;0,74;0,4296108643888902
11,3;26,1;0,01;INSEE_InvestEntreprisesNonFinancieresFR.t;Spread10Y6M.pct.lag_12;0,65;-0,42;Level;Growth_rate;1;1,0;0,21;1;0,84;0;31;0,67;0,4295917957344427
11,1;12,8;0,02;RDB_Nominal.lag_3;EUROSTAT_GDPEuroArea.pct.lag_1;188,51;12,97;Level;Growth_rate;1;1,0;0,11;0;0,34;0;7;0,67;0,4292372075506454
11,7;12,2;0,02;RDB_Nominal.lag_12;STOXX_EUROSTOXX50.pct.t;205,21;-51,92;Level;Growth_rate;1;1,0;-0,14;1;0,88;0;9;0,64;0,42895865101407593
11,7;5,0;0,0;Chomage.lag_3;SpreadOat10Y3M.t;-4234,12;-1762,05;Level;Level;1;1,0;0,27;0;0,17;0;72;0,64;0,4286657231334857
14,7;28,9;0,01;INSEE_ConsommationFinaleMenagesFR.lag_1;EUSA10_Curncy.pct.lag_3;0,42;0,0;Level;Growth_rate;1;1,0;0,06;1;0,0;0;0;0,49;0,42839526303969033
11,5;14,7;0,04;Chomage.lag_12;RDB_Nominal.pct.lag_1;-2689,49;1684,32;Level;Growth_rate;1;1,0;-0,61;1;0,3;0;21;0,67;0,4281995438839904
11,6;7,0;0,0;Chomage.t;EUSA10_Curncy.Diff.lag_12;-4511,83;1894,49;Level;Difference;1;1,0;-0,13;0;0,58;0;48;0,69;0,4279821007526101
11,4;6,2;0,02;INSEE_PIBFR.t;SP_SP500.t;0,13;2,94;Level;Level;1;1,0;0,6;1;0,0;0;15;0,67;0,42743631095087453
9,1;20,4;0,0;EUROSTAT_GDPEuroArea.t;EUR003M_Index.lag_3;0,04;-3401,13;Level;Level;1;1,0;-0,47;1;0,08;0;0;0,76;0,4266815930026404
11,7;29,6;0,09;INSEE_ConsommationFinaleMenagesFR.lag_1;CPI_Excl_Tabac.t;0,26;795,43;Level;Level;1;1,0;0,55;1;0,0;0;41;0,66;0,4266600288933865
11,6;21,3;0,01;SP_SP500.lag_12;SpreadOat10Y3M.lag_12;4,63;-1973,4;Level;Level;1;1,0;-0,64;0;0,15;0;1;0,61;0,4265012297247026
11,6;8,6;0,0;Chomage.t;Spread5Y6M.pct.lag_12;-4543,69;0,73;Level;Growth_rate;1;1,0;-0,12;0;0,46;0;58;0,68;0,42650087578926765
11,4;8,7;0,0;Chomage.lag_1;INSEE_InvestEntreprisesNonFinancieresFR.pct.t;-4444,65;104,31;Level;Growth_rate;1;1,0;-0,14;0;0,39;0;23;0,68;0,4265001109500094
11,6;7,0;0,0;Chomage.lag_1;INSEE_ProductionIndustrielle_France.pct.lag_3;-4574,64;70,72;Level;Growth_rate;1;1,0;0,06;0;0,52;0;48;0,67;0,426446887128089
11,6;6,8;0,02;CPI_Excl_Tabac.lag_12;EUSA5_Curncy.lag_12;1435,36;-3707,11;Level;Level;1;1,0;-0,73;1;0,2;0;4;0,62;0,4263033572611654
11,7;5,9;0,0;Chomage.lag_1;INSEE_ConfianceMenagesFR.Diff.t;-4704,5;122,06;Level;Difference;1;1,0;0,34;0;0,07;0;56;0,67;0,42620805957376684
11,7;25,0;0,0;INSEE_PIBFR.lag_1;EUSA10_Curncy.lag_1;0,2;-2179,52;Level;Level;1;1,0;0,03;1;0,0;0;0;0,64;0,42616641043806613
11,7;7,2;0,0;Chomage.lag_1;Spread5Y6M.lag_1;-4576,23;-677,01;Level;Level;1;1,0;-0,15;0;0,25;0;59;0,67;0,42592243705637023
11,6;6,8;0,0;Chomage.lag_1;EUR003M_Index.Diff.lag_12;-4428,03;9609,74;Level;Difference;1;1,0;-0,19;0;0,28;0;45;0,68;0,42567892108040173
11,7;7,8;0,0;Chomage.lag_1;Spread6M3M.Diff.t;-4665,44;-6518,84;Level;Difference;1;1,0;-0,31;0;0,49;0;53;0,67;0,42556323108168836
11,7;5,3;0,0;Chomage.lag_1;Spread6M3M.Diff.lag_1;-4697,09;-7128,97;Level;Difference;1;1,0;-0,36;0;0,59;0;52;0,67;0,4254861742372873
11,6;6,8;0,0;Chomage.lag_1;Spread10Y3M.lag_1;-4505,33;-521,32;Level;Level;1;1,0;0,16;0;0,43;0;63;0,67;0,4240284983852698
11,5;19,5;0,0;PIB_Reel.lag_1;BBG_TauxOat10Y.lag_3;168,4;-2794,59;Level;Level;1;1,0;-0,19;1;0,0;0;0;0,64;0,4238049078054619
11,4;6,7;0,0;INSEE_PIBFR.lag_1;INSEE_ConsommationFinaleMenagesFR.pct.t;0,26;-613,25;Level;Growth_rate;1;1,0;0,5;1;0,0;0;0;0,68;0,4237823872434482
11,1;70,2;0,03;RDB_Nominal.lag_3;EUSA5_Curncy.pct.t;188,06;0,0;Level;Growth_rate;1;1,0;-0,23;0;0,59;0;7;0,67;0,42356820361837655
11,1;14,7;0,04;RDB_Nominal.lag_1;INSEE_ConfianceMenagesFR.Diff.lag_3;181,91;53,07;Level;Difference;1;1,0;-0,33;0;0,55;0;8;0,67;0,4230444967395748
11,1;13,1;0,02;RDB_Nominal.lag_3;STOXX_EUROSTOXX50.Diff.t;188,48;-0,59;Level;Difference;1;1,0;-0,04;0;0,48;0;7;0,67;0,42290910676686644
11,6;9,1;0,02;RDB_Nominal.lag_12;EUR003M_Index.Diff.lag_12;204,55;14543,87;Level;Difference;1;1,0;0,12;0;0,02;0;7;0,65;0,42273627057791396
11,5;5,9;0,01;Chomage.lag_12;BBG_TauxOat10Y.lag_12;-2552,49;-3265,34;Level;Level;1;1,0;0,7;1;0,02;0;7;0,62;0,4225378983161957
11,6;29,1;0,0;CPI_Excl_Tabac.t;RDB_Nominal.pct.lag_12;651,96;1944,49;Level;Growth_rate;1;1,0;0,66;0;0,16;0;68;0,67;0,4221760642139202
11,4;6,3;0,0;Chomage.t;SP_SP500.Diff.lag_12;-4677,08;-2,35;Level;Difference;1;1,0;-0,3;1;0,37;0;58;0,68;0,42200951992610136
11,6;28,3;0,0;CPI_Excl_Tabac.lag_1;RDB_Nominal.pct.lag_12;671,7;1943,26;Level;Growth_rate;1;1,0;0,67;0;0,21;0;73;0,67;0,4217432071353008
13,4;8,5;0,04;EURONEXT_CAC40.lag_1;INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_1;6,13;-158,48;Level;Growth_rate;1;1,0;0,51;1;0,75;0;57;0,55;0,4211388207705903
11,8;5,5;0,03;Chomage.lag_12;Spread6M3M.lag_12;-3062,74;-62747,31;Level;Level;1;1,0;0,57;1;0,32;0;8;0,63;0,4210443646804519
11,1;13,3;0,02;RDB_Nominal.lag_3;INSEE_ConfianceMenagesFR.Diff.lag_3;190,09;27,27;Level;Difference;1;1,0;-0,31;0;0,68;0;7;0,67;0,42090442298756137
11,8;6,7;0,0;Chomage.lag_1;Spread10Y6M.pct.lag_3;-4570,2;-0,29;Level;Growth_rate;1;1,0;-0,16;1;0,32;0;51;0,66;0,42001941797890474
11,7;14,5;0,0;Chomage.lag_1;EUR006M_Index.Diff.lag_1;-4669,14;-963,5;Level;Difference;1;1,0;-0,46;0;0,38;0;52;0,67;0,4197556584259574
14,7;7,3;0,01;INSEE_ConsommationFinaleMenagesFR.t;BBG_TauxOat10Y.Diff.t;0,39;2166,7;Level;Difference;1;1,0;0,28;0;0,0;0;0;0,49;0,4196351556792015
11,1;15,1;0,04;RDB_Nominal.lag_1;SpreadOAT10Y6M.Diff.t;179,11;706,8;Level;Difference;1;1,0;0,01;0;0,23;0;6;0,67;0,4192095438720391
11,1;7,7;0,0;Chomage.lag_3;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;-2008,58;0,5;Level;Level;1;1,0;-0,87;0;0,0;0;42;0,68;0,4190963974277018
11,3;19,8;0,02;INSEE_InvestEntreprisesNonFinancieresFR.t;EUR006M_Index.pct.lag_12;0,64;0,81;Level;Growth_rate;1;1,0;0,12;0;0,95;0;27;0,67;0,41872814008939696
11,7;52,4;0,01;SP_SP500.lag_12;EUR003M_Index.Diff.t;6,59;-4986,24;Level;Difference;1;1,0;0,62;0;0,38;0;5;0,62;0,4184105374421172
14,1;32,0;0,04;CPI_Excl_Tabac.t;Spread10Y6M.Diff.lag_3;1204,9;-1835,77;Level;Difference;1;1,0;0,11;0;0,2;0;17;0,53;0,41802255441863667
11,5;30,5;0,0;CPI_Excl_Tabac.lag_1;EURONEXT_CAC40.lag_12;294,14;4,82;Level;Level;1;1,0;0,86;0;0,09;0;14;0,64;0,41761166687750206
11,1;15,6;0,15;RDB_Nominal.t;RDB_Nominal.Diff.lag_3;166,8;146,27;Level;Difference;1;1,0;0,53;0;0,48;0;10;0,67;0,41757573151952476
11,3;29,0;0,02;INSEE_InvestEntreprisesNonFinancieresFR.t;PIB_Reel.pct.lag_12;0,64;54,41;Level;Growth_rate;1;1,0;0,1;0;0,27;0;34;0,67;0,4160661826654165
11,3;20,8;0,01;INSEE_InvestEntreprisesNonFinancieresFR.t;BBG_TauxOat10Y.pct.lag_12;0,64;0,4;Level;Growth_rate;1;1,0;0,03;0;0,69;0;25;0,67;0,415684986180897
8,1;10,6;0,0;EUROSTAT_GDPEuroArea.t;INSEE_InvestEntreprisesNonFinancieresFR.lag_12;0,03;0,4;Level;Level;1;1,0;0,71;1;0,21;0;14;0,82;0,4150388105394691
11,4;6,4;0,0;Chomage.t;Spread6M3M.Diff.lag_12;-4491,42;21176,42;Level;Difference;1;1,0;-0,13;0;0,45;0;68;0,69;0,41448818726968395
11,6;6,3;0,0;Chomage.lag_1;STOXX_EUROSTOXX50.Diff.lag_12;-4561,28;-1,97;Level;Difference;1;1,0;-0,04;0;0,57;0;53;0,67;0,4142281842977106
11,2;16,3;0,0;INSEE_ConsommationFinaleMenagesFR.lag_1;Chomage.pct.lag_12;0,36;-440,91;Level;Growth_rate;1;1,0;-0,24;1;0,0;0;0;0,68;0,41394772199781227
11,5;25,6;0,0;SP_SP500.lag_1;EUROSTAT_GDPEuroArea.pct.lag_12;5,4;542,7;Level;Growth_rate;1;1,0;-0,2;1;0,01;0;27;0,63;0,41349594806995904
12,4;23,3;0,01;SP_SP500.lag_12;EURONEXT_CAC40.pct.lag_1;5,49;-19,13;Level;Growth_rate;1;1,0;-0,09;0;1,0;0;7;0,59;0,41265386008441307
11,5;19,8;0,01;PIB_Reel.t;BBG_TauxOat10Y.lag_3;167,54;-2849,54;Level;Level;1;1,0;-0,18;1;0,0;0;0;0,64;0,41098991277428887
11,7;11,8;0,01;RDB_Nominal.lag_12;STOXX_EUROSTOXX50.pct.lag_1;205,73;-48,96;Level;Growth_rate;1;1,0;-0,13;1;0,69;0;9;0,64;0,41091360526412535
10,9;33,2;0,01;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;BBG_TauxOat10Y.pct.t;0,68;-0,1;Level;Growth_rate;1;1,0;0,17;1;0,78;0;13;0,69;0,41088126048518914
10,9;18,9;0,01;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;EURONEXT_CAC40.lag_3;0,63;0,49;Level;Level;1;1,0;0,85;1;0,75;0;19;0,69;0,4108075766478877
11,1;14,1;0,03;RDB_Nominal.lag_1;Spread5Y6M.pct.lag_3;183,75;-1,23;Level;Growth_rate;1;1,0;0,36;0;0,49;0;11;0,67;0,4107471556748603
11,3;20,0;0,01;INSEE_InvestEntreprisesNonFinancieresFR.t;SpreadOat10Y3M.Diff.lag_12;0,65;-741,42;Level;Difference;1;1,0;0,24;0;0,35;0;31;0,67;0,4106937989327215
11,4;18,1;0,03;RDB_Nominal.t;Spread10Y3M.lag_12;187,45;1181,3;Level;Level;1;1,0;-0,64;0;0,0;0;14;0,67;0,4101952526424798
11,8;6,9;0,0;Chomage.lag_1;EUROSTAT_GDPEuroArea.Diff.lag_12;-4542,39;0,0;Level;Difference;1;1,0;-0,02;0;0,38;0;51;0,66;0,41011848986826827
11,3;19,9;0,02;INSEE_InvestEntreprisesNonFinancieresFR.t;INSEE_ProductionIndustrielle_France.Diff.lag_12;0,64;-10,34;Level;Difference;1;1,0;0,01;0;0,87;0;26;0,67;0,4099680967536232
10,9;21,7;0,01;INSEE_InvestEntreprisesNonFinancieresFR.lag_1;STOXX_EUROSTOXX50.lag_3;0,71;-1,32;Level;Level;1;1,0;0,66;1;0,13;0;24;0,69;0,40984617887252883
10,6;10,1;0,02;RDB_Nominal.lag_3;STOXX_EUROSTOXX50.pct.lag_12;188,67;-57,6;Level;Growth_rate;1;1,0;0,0;1;0,82;0;9;0,69;0,40892565772209966
12,5;26,3;0,04;SP_SP500.lag_12;Spread10Y3M.lag_12;5,55;73,43;Level;Level;1;1,0;-0,61;0;0,0;0;8;0,59;0,40822567466474025
11,5;6,6;0,0;EURONEXT_CAC40.t;Chomage.pct.lag_3;4,57;-422,62;Level;Growth_rate;1;1,0;-0,27;1;0,95;0;11;0,64;0,40787161854464005
11,5;6,0;0,0;INSEE_PIBFR.lag_1;Spread10Y6M.lag_12;0,19;-4113,33;Level;Level;1;1,0;-0,18;1;0,0;0;0;0,65;0,4073858557280827
