"RMSE (en %)";"RMSE OOS (en %)";"Residuals Statio PValue";"Predictor_1";"Predictor_2";"Coeff_1";"Coeff_2";"Transfo_1";"Transfo_2";"Priority_1";"Priority_2";"2-1";"Is signif";"Breusch-Pagan";"Durbin Watson";"Jarque Bera";"R2"
7;5,5;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConsommationFinaleMenagesFR.pct.lag_3";0,06;-595,45;"Level";"Growth_rate";1;1;0,45;1;0;0;0;0,86
7;7,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUR006M_Index.lag_12";0,02;-10724,29;"Level";"Level";1;1;-0,81;1;0,01;0;59;0,85
7,1;7,4;0;"EUROSTAT_GDPEuroArea.t";"EUROSTAT_GDPEuroArea.lag_12";0,03;0,02;"Level";"Level";1;1;0,62;1;0,93;0;0;0,86
7,1;7,5;0;"EUROSTAT_GDPEuroArea.t";"EUR006M_Index.lag_12";0,02;-10945,15;"Level";"Level";1;1;-0,82;1;0,01;0;67;0,85
7,2;6,8;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_1";0,06;-587,01;"Level";"Growth_rate";1;1;0,45;1;0,65;0;0;0,85
7,2;7,1;0;"EUROSTAT_GDPEuroArea.lag_1";"EUR003M_Index.lag_12";0,02;-11596,95;"Level";"Level";1;1;-0,81;1;0,03;0;45;0,85
7,3;7,6;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConsommationFinaleMenagesFR.pct.lag_1";0,06;-577,45;"Level";"Growth_rate";1;1;0,45;1;0,47;0;0;0,85
7,3;7,1;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.lag_12";0,03;0,02;"Level";"Level";1;1;0,64;1;0,78;0;0;0,85
7,3;6,7;0;"INSEE_PIBFR.lag_1";"EUR006M_Index.lag_12";0,08;-13451,54;"Level";"Level";1;1;-0,67;1;0,02;0;67;0,84
7,3;5,8;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConfianceMenagesFR.lag_12";0,03;320,6;"Level";"Level";1;1;0,56;1;0,03;0;0;0,84
7,4;7,5;0;"EUROSTAT_GDPEuroArea.t";"EUROSTAT_GDPEuroArea.pct.t";0,05;-587,87;"Level";"Growth_rate";1;1;0,45;1;0,65;0;0;0,85
7,4;7,8;0;"EUROSTAT_GDPEuroArea.lag_1";"PIB_Reel.pct.lag_3";0,05;-437,77;"Level";"Growth_rate";1;1;0,45;1;0,64;0;0;0,84
7,4;6,4;0;"INSEE_ConsommationFinaleMenagesFR.lag_1";"EUR006M_Index.lag_12";0,15;-14109,46;"Level";"Level";1;1;-0,62;1;0,01;0;58;0,83
7,4;7,1;0;"EUROSTAT_GDPEuroArea.t";"EUR003M_Index.lag_12";0,02;-11826,85;"Level";"Level";1;1;-0,82;1;0,03;0;52;0,84
7,4;15,8;0;"RDB_Nominal.pct.lag_1";"EUROSTAT_GDPEuroArea.lag_12";1723,85;0,03;"Growth_rate";"Level";1;1;0,43;1;0;0;38;0,84
7,5;7;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_PIBFR.pct.lag_3";0,05;-459,03;"Level";"Growth_rate";1;1;0,45;1;0,01;0;0;0,84
7,5;5,9;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConfianceMenagesFR.lag_12";0,03;319,13;"Level";"Level";1;1;0,57;1;0,04;0;0;0,83
7,5;6,4;0;"INSEE_PIBFR.t";"EUR006M_Index.lag_12";0,07;-13755,3;"Level";"Level";1;1;-0,68;1;0,01;0;69;0,83
7,6;6,2;0;"INSEE_PIBFR.lag_1";"EUR003M_Index.lag_12";0,08;-14707,97;"Level";"Level";1;1;-0,67;1;0,1;0;53;0,83
7,6;6,3;0;"PIB_Reel.lag_1";"EUR006M_Index.lag_12";59,37;-14182,43;"Level";"Level";1;1;-0,66;1;0,01;0;70;0,83
7,6;11,5;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUR006M_Index.lag_12";0,23;-12458,98;"Level";"Level";1;1;-0,84;0;0,01;0;19;0,82
7,6;8,9;0;"RDB_Nominal.pct.lag_1";"EUR006M_Index.lag_12";733,41;-14135,4;"Growth_rate";"Level";1;1;-0,72;0;0,02;0;11;0,82
7,6;12,9;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"INSEE_ConfianceMenagesFR.lag_12";0,49;355,76;"Level";"Level";1;1;0,53;1;0,12;0;0;0,82
7,7;6,7;0;"EUROSTAT_GDPEuroArea.t";"EUROSTAT_GDPEuroArea.pct.lag_1";0,05;-558,48;"Level";"Growth_rate";1;1;0,44;1;0,07;0;0;0,84
7,7;6;0;"INSEE_ConsommationFinaleMenagesFR.lag_1";"EUR003M_Index.lag_12";0,15;-15422,55;"Level";"Level";1;1;-0,62;1;0,06;0;44;0,83
7,7;6,3;0;"INSEE_ConsommationFinaleMenagesFR.t";"EUR006M_Index.lag_12";0,12;-14571,75;"Level";"Level";1;1;-0,64;1;0;0;73;0,82
7,7;6,1;0;"PIB_Reel.t";"EUR006M_Index.lag_12";52,73;-14443,05;"Level";"Level";1;1;-0,67;1;0,01;0;48;0,82
7,7;9;0;"RDB_Nominal.pct.t";"EUR006M_Index.lag_12";620,79;-14551,97;"Growth_rate";"Level";1;1;-0,72;0;0,03;0;5;0,81
7,8;8,7;0;"EUROSTAT_GDPEuroArea.t";"INSEE_PIBFR.pct.lag_1";0,05;-440,44;"Level";"Growth_rate";1;1;0,44;1;0,6;0;0;0,83
7,8;7,2;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConsommationFinaleMenagesFR.pct.lag_1";0,05;-485,28;"Level";"Growth_rate";1;1;0,41;1;0,01;0;0;0,83
7,8;9,5;0;"EUROSTAT_GDPEuroArea.lag_1";"PIB_Reel.lag_3";0,09;-225,06;"Level";"Level";1;1;0,95;1;0,02;0;1;0,82
7,8;6;0;"INSEE_PIBFR.t";"EUR003M_Index.lag_12";0,07;-15003,49;"Level";"Level";1;1;-0,68;1;0,07;0;56;0,83
7,8;16,5;0;"RDB_Nominal.pct.t";"EUROSTAT_GDPEuroArea.lag_12";1628,37;0,03;"Growth_rate";"Level";1;1;0,43;1;0;0;8;0,82
7,8;11,2;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUR006M_Index.lag_12";0,18;-13306,93;"Level";"Level";1;1;-0,84;0;0,02;0;16;0,81
7,8;8,6;0;"RDB_Nominal.pct.lag_1";"EUR003M_Index.lag_12";781,68;-15335,62;"Growth_rate";"Level";1;1;-0,72;0;0,05;0;14;0,81
7,8;5,4;0;"INSEE_ProductionIndustrielle_France.t";"EUR006M_Index.lag_12";152,98;-16938,18;"Level";"Level";1;1;-0,04;1;0,03;0;10;0,81
7,9;11,3;0;"EUROSTAT_GDPEuroArea.t";"Chomage.lag_1";0,03;-2351,13;"Level";"Level";1;1;-0,7;1;0;0;65;0,83
7,9;11,5;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_3";0,03;-2167,93;"Level";"Level";1;1;-0,67;1;0;0;40;0,83
7,9;6,5;0;"EUROSTAT_GDPEuroArea.lag_1";"BBG_TauxOat10Y.lag_12";0,04;-2427,15;"Level";"Level";1;1;-0,61;1;0;0;0;0,82
7,9;5,8;0;"PIB_Reel.lag_1";"EUR003M_Index.lag_12";60,97;-15489,94;"Level";"Level";1;1;-0,65;1;0,07;0;51;0,82
7,9;5,6;0;"EURONEXT_CAC40.lag_1";"INSEE_ConfianceMenagesFR.lag_12";3,96;471,51;"Level";"Level";1;1;0,35;1;0,16;0;0;0,8
7,9;15,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUROSTAT_GDPEuroArea.lag_12";0,44;0,03;"Level";"Level";1;1;0,62;1;0;0;84;0,82
7,9;11,1;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"EUR003M_Index.lag_12";0,24;-13437,43;"Level";"Level";1;1;-0,84;0;0,04;0;21;0,82
8;8,2;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConsommationFinaleMenagesFR.pct.t";0,05;-482,85;"Level";"Growth_rate";1;1;0,4;1;0,03;0;0;0,82
8;5,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.lag_3";0,05;-498,14;"Level";"Growth_rate";1;1;0,42;1;0;0;0;0,83
8;5,9;0;"INSEE_ConsommationFinaleMenagesFR.t";"EUR003M_Index.lag_12";0,13;-15866,68;"Level";"Level";1;1;-0,63;1;0,01;0;57;0,82
8;5,7;0;"PIB_Reel.t";"EUR003M_Index.lag_12";56,1;-15705,23;"Level";"Level";1;1;-0,66;1;0,08;0;38;0,81
8;8,6;0;"RDB_Nominal.pct.t";"EUR003M_Index.lag_12";670,83;-15781,32;"Growth_rate";"Level";1;1;-0,71;0;0,1;0;6;0,81
8,1;11,6;0;"EUROSTAT_GDPEuroArea.t";"Chomage.lag_3";0,03;-2175,94;"Level";"Level";1;1;-0,68;1;0;0;50;0,82
8,1;5;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConsommationFinaleMenagesFR.pct.lag_3";0,05;-481,03;"Level";"Growth_rate";1;1;0,4;1;0;0;0;0,82
8,1;10,6;0;"EUROSTAT_GDPEuroArea.t";"INSEE_InvestEntreprisesNonFinancieresFR.lag_12";0,03;0,4;"Level";"Level";1;1;0,71;1;0,21;0;14;0,82
8,1;10,2;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_InvestEntreprisesNonFinancieresFR.lag_12";0,03;0,39;"Level";"Level";1;1;0,73;1;0,18;0;2;0,82
8,1;6,1;0;"INSEE_PIBFR.t";"EUROSTAT_GDPEuroArea.lag_12";0,13;0,03;"Level";"Level";1;1;0,45;1;0,17;0;0;0,82
8,1;5,5;0;"EURONEXT_CAC40.t";"EUR006M_Index.lag_12";0,25;-16526,35;"Level";"Level";1;1;-0,79;0;0,02;0;19;0,8
8,1;5,6;0;"EURONEXT_CAC40.lag_1";"EUR006M_Index.lag_12";0,45;-16118,44;"Level";"Level";1;1;-0,79;0;0,02;0;22;0,8
8,1;5,9;0;"Chomage.t";"EUR006M_Index.lag_12";-755,42;-14698,71;"Level";"Level";1;1;0,9;0;0,01;0;29;0,8
8,1;6,2;0;"RDB_Nominal.t";"EUR006M_Index.lag_12";16,87;-15685,33;"Level";"Level";1;1;-0,9;0;0,02;0;19;0,8
8,1;5,8;0;"Chomage.lag_1";"EUR006M_Index.lag_12";-538,66;-15386,39;"Level";"Level";1;1;0,89;0;0,01;0;26;0,8
8,1;6,3;0;"RDB_Nominal.lag_1";"EUR006M_Index.lag_12";20,22;-15452,32;"Level";"Level";1;1;-0,9;0;0,02;0;20;0,8
8,1;6,3;0;"RDB_Nominal.lag_3";"EUR006M_Index.lag_12";24,72;-15192,71;"Level";"Level";1;1;-0,9;0;0,02;0;19;0,8
8,1;5,5;0;"Chomage.lag_12";"EUR006M_Index.lag_12";-475,71;-15913,69;"Level";"Level";1;1;0,78;1;0,03;0;20;0,8
8,1;5,7;0;"CPI_Excl_Tabac.lag_12";"EUR006M_Index.lag_12";142,82;-16178,97;"Level";"Level";1;1;-0,84;0;0,02;0;23;0,8
8,1;5,7;0;"SP_SP500.lag_12";"EUR006M_Index.lag_12";0,09;-16833,46;"Level";"Level";1;1;-0,86;0;0,01;0;19;0,8
8,1;7,9;0;"RDB_Nominal.lag_3";"INSEE_ConfianceMenagesFR.lag_12";135,84;355,12;"Level";"Level";1;1;0,55;1;0,12;0;0;0,8
8,1;16,6;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUROSTAT_GDPEuroArea.lag_12";0,41;0,03;"Level";"Level";1;1;0,62;1;0;0;82;0,81
8,1;11;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUR003M_Index.lag_12";0,2;-14289,63;"Level";"Level";1;1;-0,84;0;0,06;0;17;0,81
8,1;13,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"INSEE_ConfianceMenagesFR.lag_12";0,46;360,26;"Level";"Level";1;1;0,54;1;0,12;0;0;0,8
8,2;5,5;0;"EUR006M_Index.lag_12";"";-17038,92;NA;"Level";NA;1;NA;0;1;0,01;0;20;0,8
8,2;10,4;0;"EUROSTAT_GDPEuroArea.t";"Chomage.t";0,03;-2346,03;"Level";"Level";1;1;-0,73;1;0;0;55;0,82
8,2;10,5;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_1";0,03;-2220,03;"Level";"Level";1;1;-0,73;1;0;0;38;0,82
8,2;12,4;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ProductionIndustrielle_France.lag_3";0,05;-322,66;"Level";"Level";1;1;0,48;0;0;0;23;0,81
8,2;6;0;"INSEE_PIBFR.lag_1";"EUROSTAT_GDPEuroArea.lag_12";0,13;0,03;"Level";"Level";1;1;0,47;1;0,12;0;0;0,82
8,2;6,5;0;"EUROSTAT_GDPEuroArea.t";"BBG_TauxOat10Y.lag_12";0,03;-2387,49;"Level";"Level";1;1;-0,62;1;0;0;2;0,8
8,2;5,6;0;"STOXX_EUROSTOXX50.t";"EUR006M_Index.lag_12";-0,33;-17237,76;"Level";"Level";1;1;-0,55;1;0,04;0;20;0,8
8,2;5,5;0;"STOXX_EUROSTOXX50.lag_1";"EUR006M_Index.lag_12";0,02;-17024,11;"Level";"Level";1;1;-0,56;0;0,03;0;20;0,8
8,2;5,3;0;"SP_SP500.t";"EUR006M_Index.lag_12";-0,93;-19255,42;"Level";"Level";1;1;-0,85;1;0,09;0;20;0,8
8,2;5,2;0;"SP_SP500.lag_1";"EUR006M_Index.lag_12";-0,85;-19071,37;"Level";"Level";1;1;-0,85;1;0,09;0;18;0,8
8,2;5,1;0;"SP_SP500.lag_3";"EUR006M_Index.lag_12";-0,8;-18954,26;"Level";"Level";1;1;-0,85;1;0,04;0;25;0,8
8,2;6,7;0;"CPI_Excl_Tabac.t";"EUR006M_Index.lag_12";28,14;-16771,02;"Level";"Level";1;1;-0,81;0;0,02;0;19;0,8
8,2;6,7;0;"CPI_Excl_Tabac.lag_1";"EUR006M_Index.lag_12";33,17;-16735,08;"Level";"Level";1;1;-0,81;0;0,03;0;19;0,8
8,2;5,5;0;"Chomage.lag_3";"EUR006M_Index.lag_12";11,56;-17073,65;"Level";"Level";1;1;0,89;0;0,01;0;20;0,8
8,2;6,4;0;"CPI_Excl_Tabac.lag_3";"EUR006M_Index.lag_12";41,61;-16687,5;"Level";"Level";1;1;-0,81;0;0,03;0;19;0,8
8,2;5,4;0;"RDB_Nominal.lag_12";"EUR006M_Index.lag_12";-5,76;-17410,3;"Level";"Level";1;1;-0,89;1;0,03;0;19;0,8
8,2;9,5;0;"RDB_Nominal.t";"INSEE_ConfianceMenagesFR.lag_12";125,32;356,3;"Level";"Level";1;1;0,55;1;0,1;0;0;0,79
8,2;9,2;0;"RDB_Nominal.lag_1";"INSEE_ConfianceMenagesFR.lag_12";128,54;355,81;"Level";"Level";1;1;0,55;1;0,09;0;0;0,79
8,3;6,8;0;"EUROSTAT_GDPEuroArea.lag_1";"EUROSTAT_GDPEuroArea.pct.t";0,05;-437,51;"Level";"Growth_rate";1;1;0,38;1;0,01;0;0;0,81
8,3;8;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_PIBFR.pct.lag_1";0,05;-369;"Level";"Growth_rate";1;1;0,4;1;0,06;0;0;0,81
8,3;17,2;0;"EUROSTAT_GDPEuroArea.t";"EURONEXT_CAC40.lag_12";0,03;2,73;"Level";"Level";1;1;0,72;1;0;0;1;0,8
8,3;16,9;0;"EUROSTAT_GDPEuroArea.lag_1";"EURONEXT_CAC40.lag_12";0,03;2,66;"Level";"Level";1;1;0,73;0;0;0;0;0,8
8,3;7,4;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA10_Curncy.lag_12";0,04;-2439,02;"Level";"Level";1;1;-0,57;1;0;0;0;0,8
8,3;7,4;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA5_Curncy.lag_12";0,04;-3544,54;"Level";"Level";1;1;-0,59;1;0;0;0;0,8
8,3;5,6;0;"EURONEXT_CAC40.lag_1";"EUROSTAT_GDPEuroArea.lag_12";3,44;0,03;"Level";"Level";1;1;0,45;1;0,09;0;43;0,81
8,3;4,6;0;"EURONEXT_CAC40.t";"INSEE_ConfianceMenagesFR.lag_12";3,82;473,53;"Level";"Level";1;1;0,36;1;0,66;0;0;0,78
8,3;4,8;0;"RDB_Nominal.t";"INSEE_ConfianceMenagesFR.lag_1";176,29;304,17;"Level";"Level";1;1;-0,02;1;0,09;0;5;0,79
8,3;5,5;0,01;"RDB_Nominal.lag_1";"INSEE_ConfianceMenagesFR.lag_1";179,5;295,78;"Level";"Level";1;1;0;1;0,08;0;7;0,78
8,3;6,2;0,01;"RDB_Nominal.t";"INSEE_ConfianceMenagesFR.lag_3";168,7;289,54;"Level";"Level";1;1;0,09;1;0,04;0;4;0,78
8,3;5,2;0;"INSEE_ProductionIndustrielle_France.t";"EUR003M_Index.lag_12";149,94;-18599,56;"Level";"Level";1;1;-0,04;1;0,24;0;18;0,81
8,4;12,2;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.lag_12";0,03;93,44;"Level";"Level";1;1;0,72;1;0;0;8;0,8
8,4;8,7;0;"EUROSTAT_GDPEuroArea.t";"INSEE_PIBFR.pct.t";0,05;-366,84;"Level";"Growth_rate";1;1;0,4;1;0,12;0;0;0,8
8,4;7,2;0;"EUROSTAT_GDPEuroArea.t";"PIB_Reel.pct.lag_3";0,05;-361,54;"Level";"Growth_rate";1;1;0,4;1;0,02;0;0;0,81
8,4;6,6;0;"EUROSTAT_GDPEuroArea.t";"INSEE_PIBFR.pct.lag_3";0,05;-380,28;"Level";"Growth_rate";1;1;0,41;1;0;0;0;0,81
8,4;6,4;0;"EUROSTAT_GDPEuroArea.lag_1";"SpreadOat10Y3M.lag_12";0,04;-2666,46;"Level";"Level";1;1;-0,47;1;0;0;0;0,8
8,4;6,3;0;"INSEE_PIBFR.lag_1";"INSEE_ConfianceMenagesFR.lag_12";0,14;444,54;"Level";"Level";1;1;0,41;1;0;0;0;0,79
8,4;5,9;0;"PIB_Reel.t";"EUROSTAT_GDPEuroArea.lag_12";118,02;0,03;"Level";"Level";1;1;0,42;1;0,32;0;0;0,81
8,4;5,3;0;"EURONEXT_CAC40.lag_1";"EUR003M_Index.lag_12";0,6;-17370,15;"Level";"Level";1;1;-0,79;0;0,09;0;19;0,79
8,4;5,8;0,01;"RDB_Nominal.t";"INSEE_ConfianceMenagesFR.t";179,89;297,53;"Level";"Level";1;1;-0,07;1;0,2;0;0;0,78
8,4;6,3;0,01;"RDB_Nominal.lag_1";"INSEE_ConfianceMenagesFR.t";183,21;290,08;"Level";"Level";1;1;-0,06;1;0,18;0;0;0,78
8,4;6,4;0,01;"RDB_Nominal.lag_1";"INSEE_ConfianceMenagesFR.lag_3";171,98;281,63;"Level";"Level";1;1;0,1;1;0,03;0;9;0,77
8,4;6,3;0;"RDB_Nominal.t";"EUR003M_Index.lag_12";28,58;-16217,17;"Level";"Level";1;1;-0,89;0;0,12;0;15;0,79
8,4;6,3;0;"RDB_Nominal.lag_1";"EUR003M_Index.lag_12";31,18;-16047,36;"Level";"Level";1;1;-0,89;0;0,11;0;17;0,79
8,4;6,1;0;"RDB_Nominal.lag_3";"EUR003M_Index.lag_12";35,21;-15844,91;"Level";"Level";1;1;-0,89;0;0,11;0;16;0,79
8,4;5,6;0;"CPI_Excl_Tabac.lag_12";"EUR003M_Index.lag_12";266,11;-16981,23;"Level";"Level";1;1;-0,82;0;0,09;0;20;0,79
8,4;6,6;0;"SP_SP500.lag_12";"EUR003M_Index.lag_12";0,57;-17317,1;"Level";"Level";1;1;-0,84;0;0,06;0;12;0,79
8,5;14,4;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.t";0,03;79,37;"Level";"Level";1;1;0,78;1;0;0;6;0,8
8,5;13,5;0;"EUROSTAT_GDPEuroArea.lag_1";"CPI_Excl_Tabac.lag_12";0,03;876,81;"Level";"Level";1;1;0,67;0;0;0;2;0,8
8,5;12,4;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.lag_12";0,03;95,66;"Level";"Level";1;1;0,72;1;0;0;26;0,8
8,5;7,9;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_InvestEntreprisesNonFinancieresFR.pct.lag_3";0,05;-236,88;"Level";"Growth_rate";1;1;0,48;1;0,01;0;0;0,8
8,5;9,6;0;"EUROSTAT_GDPEuroArea.lag_1";"BBG_TauxOat10Y.lag_3";0,04;-1817,46;"Level";"Level";1;1;-0,32;1;0;0;0;0,8
8,5;8,2;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ProductionIndustrielle_France.pct.lag_3";0,05;-184,09;"Level";"Growth_rate";1;1;0,31;1;0,06;0;0;0,8
8,5;8,4;0;"EUROSTAT_GDPEuroArea.t";"INSEE_PIBFR.lag_12";0,04;0,08;"Level";"Level";1;1;0,5;1;0,19;0;0;0,8
8,5;7,7;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ConsommationFinaleMenagesFR.lag_12";0,04;0,17;"Level";"Level";1;1;0,46;1;0,13;0;0;0,8
8,5;6,4;0;"EUROSTAT_GDPEuroArea.lag_1";"SpreadOAT10Y6M.lag_12";0,04;-2666,29;"Level";"Level";1;1;-0,44;1;0;0;0;0,79
8,5;5,2;0;"STOXX_EUROSTOXX50.lag_1";"EUR003M_Index.lag_12";0,19;-18589,05;"Level";"Level";1;1;-0,55;0;0,15;0;17;0,79
8,5;4,9;0;"EURONEXT_CAC40.t";"EUROSTAT_GDPEuroArea.lag_12";3,33;0,03;"Level";"Level";1;1;0,45;1;0,82;0;15;0,8
8,5;5,1;0;"EURONEXT_CAC40.t";"EUR003M_Index.lag_12";0,37;-17896,67;"Level";"Level";1;1;-0,79;0;0,12;0;16;0,79
8,5;6,9;0,01;"RDB_Nominal.lag_3";"INSEE_ConfianceMenagesFR.t";191,38;276,31;"Level";"Level";1;1;-0,04;1;0,22;0;0;0,77
8,5;6,2;0;"RDB_Nominal.lag_3";"INSEE_ConfianceMenagesFR.lag_1";187,45;280,34;"Level";"Level";1;1;0,02;1;0,08;0;5;0,78
8,5;14,5;0;"RDB_Nominal.t";"EUROSTAT_GDPEuroArea.lag_3";85,06;0,03;"Level";"Level";1;1;0,76;1;0;0;21;0,8
8,5;5,5;0;"Chomage.t";"EUR003M_Index.lag_12";-878,62;-15720;"Level";"Level";1;1;0,89;0;0,05;0;26;0,79
8,5;7,6;0;"CPI_Excl_Tabac.t";"EUR003M_Index.lag_12";91,41;-17772,22;"Level";"Level";1;1;-0,8;0;0,14;0;14;0,79
8,5;5,5;0;"Chomage.lag_1";"EUR003M_Index.lag_12";-710,66;-16323,6;"Level";"Level";1;1;0,89;0;0,06;0;23;0,79
8,5;7,4;0;"CPI_Excl_Tabac.lag_1";"EUR003M_Index.lag_12";96,63;-17755,7;"Level";"Level";1;1;-0,8;0;0,16;0;15;0,79
8,5;5,3;0;"Chomage.lag_3";"EUR003M_Index.lag_12";-248,39;-17901,39;"Level";"Level";1;1;0,88;0;0,09;0;19;0,79
8,5;6,9;0;"CPI_Excl_Tabac.lag_3";"EUR003M_Index.lag_12";108,02;-17725,15;"Level";"Level";1;1;-0,8;0;0,18;0;16;0,79
8,5;5,2;0;"Chomage.lag_12";"EUR003M_Index.lag_12";-510,63;-17383,11;"Level";"Level";1;1;0,78;0;0,16;0;18;0,79
8,5;5,2;0;"RDB_Nominal.lag_12";"EUR003M_Index.lag_12";10,53;-17978,14;"Level";"Level";1;1;-0,88;0;0,15;0;18;0,79
8,5;5,4;0;"Chomage.t";"INSEE_ConfianceMenagesFR.lag_12";-3293,65;344,5;"Level";"Level";1;1;-0,57;1;0,01;0;0;0,79
8,5;17,7;0;"INSEE_InvestEntreprisesNonFinancieresFR.t";"EUROSTAT_GDPEuroArea.lag_3";0,31;0,03;"Level";"Level";1;1;0,76;0;0;0;3;0,8
8,5;7,8;0;"INSEE_InvestEntreprisesNonFinancieresFR.lag_1";"BBG_TauxOat10Y.lag_3";0,61;-2362,47;"Level";"Level";1;1;-0,23;1;0,16;0;7;0,78
8,6;5,2;0;"EUR003M_Index.lag_12";"";-18717,3;NA;"Level";NA;1;NA;0;1;0,06;0;17;0,79
8,6;13,6;0;"EUROSTAT_GDPEuroArea.lag_1";"BBG_TauxOat10Y.t";0,04;-1609,95;"Level";"Level";1;1;-0,12;1;0;0;0;0,79
8,6;13,4;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA10_Curncy.lag_1";0,05;-1661,44;"Level";"Level";1;1;-0,05;1;0;0;0;0,79
8,6;12,2;0;"EUROSTAT_GDPEuroArea.lag_1";"BBG_TauxOat10Y.lag_1";0,04;-1706,37;"Level";"Level";1;1;-0,19;1;0;0;0;0,79
8,6;9,5;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.t";0,03;-2164,03;"Level";"Level";1;1;-0,78;1;0;0;2;0,8
8,6;10,8;0;"INSEE_ConsommationFinaleMenagesFR.lag_1";"Chomage.lag_1";0,25;-3467,98;"Level";"Level";1;1;-0,46;1;0,02;0;44;0,8
8,6;13,9;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.lag_1";0,03;80,93;"Level";"Level";1;1;0,78;1;0;0;1;0,8
8,6;13,2;0;"EUROSTAT_GDPEuroArea.t";"RDB_Nominal.lag_3";0,03;89,07;"Level";"Level";1;1;0,78;1;0;0;13;0,8
8,6;12,8;0;"EUROSTAT_GDPEuroArea.lag_1";"RDB_Nominal.lag_3";0,03;85,84;"Level";"Level";1;1;0,79;0;0;0;1;0,8
8,6;9,9;0;"EUROSTAT_GDPEuroArea.lag_1";"Chomage.lag_12";0,04;-1993,04;"Level";"Level";1;1;-0,61;1;0;0;0;0,81
8,6;13,7;0;"EUROSTAT_GDPEuroArea.t";"CPI_Excl_Tabac.lag_12";0,03;898,92;"Level";"Level";1;1;0,67;1;0;0;16;0,8
8,6;10,6;0;"EUROSTAT_GDPEuroArea.lag_1";"EUSA10_Curncy.lag_3";0,04;-1810,93;"Level";"Level";1;1;-0,18;1;0,01;0;0;0,79
8,6;9,9;0;"EUROSTAT_GDPEuroArea.t";"BBG_TauxOat10Y.lag_3";0,04;-1863,1;"Level";"Level";1;1;-0,31;1;0,01;0;0;0,79
8,6;5,1;0;"EUROSTAT_GDPEuroArea.lag_1";"Spread10Y6M.lag_3";0,05;-2961,97;"Level";"Level";1;1;0;1;0;0;0;0,8
8,6;8,5;0;"EUROSTAT_GDPEuroArea.t";"INSEE_ProductionIndustrielle_France.pct.lag_3";0,05;-189,71;"Level";"Growth_rate";1;1;0,32;1;0,07;0;0;0,8
8,6;8;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_PIBFR.lag_12";0,04;0,07;"Level";"Level";1;1;0,53;1;0,07;0;0;0,79
8,6;7,5;0;"EUROSTAT_GDPEuroArea.lag_1";"INSEE_ConsommationFinaleMenagesFR.lag_12";0,04;0,15;"Level";"Level";1;1;0,48;1;0,05;0;0;0,79
8,6;7,4;0;"EUROSTAT_GDPEuroArea.t";"EUSA10_Curncy.lag_12";0,04;-2328,1;"Level";"Level";1;1;-0,59;1;0;0;0;0,78
8,6;7,4;0;"EUROSTAT_GDPEuroArea.t";"EUSA5_Curncy.lag_12";0,04;-3421,19;"Level";"Level";1;1;-0,61;1;0;0;0;0,79
8,6;6,5;0;"EUROSTAT_GDPEuroArea.t";"SpreadOat10Y3M.lag_12";0,04;-2570,69;"Level";"Level";1;1;-0,48;1;0;0;0;0,79
